regionLabel;geoJSON_content
Alava;"{""type"":""Feature"",""properties"":{""country"":""Spain"",""name"":""Álava""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-2.89539,43.04748],[-2.86268,43.04882],[-2.8512,43.04688],[-2.82926,43.03717],[-2.78186,43.02671],[-2.73837,43.03316],[-2.69791,43.02062],[-2.6869,43.02148],[-2.66795,43.02723],[-2.64052,43.02272],[-2.63665,43.02284],[-2.63313,43.02487],[-2.6298,43.03547],[-2.63524,43.04714],[-2.65726,43.06975],[-2.65866,43.07289],[-2.65685,43.07576],[-2.63744,43.08547],[-2.62245,43.08766],[-2.60024,43.08146],[-2.54655,43.08804],[-2.53223,43.04726],[-2.53366,43.03445],[-2.54131,43.02576],[-2.58892,43.01012],[-2.59562,43.00377],[-2.60282,42.98235],[-2.55902,42.96283],[-2.55482,42.96282],[-2.54939,42.96459],[-2.53778,42.9728],[-2.53519,42.97338],[-2.52919,42.96914],[-2.50313,42.96062],[-2.3547,42.9501],[-2.30841,42.9286],[-2.29013,42.90598],[-2.28119,42.90099],[-2.25296,42.90007],[-2.23913,42.85831],[-2.23978,42.84943],[-2.24231,42.83919],[-2.26342,42.81372],[-2.27443,42.79098],[-2.27652,42.77605],[-2.27699,42.75964],[-2.27942,42.75093],[-2.28492,42.74468],[-2.31208,42.73775],[-2.32037,42.72899],[-2.32071,42.72101],[-2.31202,42.68292],[-2.30686,42.68008],[-2.29593,42.67791],[-2.29316,42.67202],[-2.2927,42.66308],[-2.29846,42.65776],[-2.32843,42.64298],[-2.3383,42.63949],[-2.34809,42.63812],[-2.36587,42.63791],[-2.37259,42.64184],[-2.38096,42.65285],[-2.3853,42.65613],[-2.39104,42.65859],[-2.39951,42.65993],[-2.40871,42.66021],[-2.41801,42.65753],[-2.43786,42.64556],[-2.45067,42.63481],[-2.47018,42.62285],[-2.47868,42.6191],[-2.49274,42.60934],[-2.49455,42.602],[-2.49328,42.59531],[-2.48809,42.58991],[-2.48137,42.58588],[-2.47336,42.58471],[-2.45801,42.57812],[-2.45005,42.57601],[-2.44173,42.57898],[-2.42132,42.5988],[-2.41331,42.59828],[-2.40587,42.59611],[-2.40067,42.59073],[-2.39807,42.58396],[-2.39401,42.56497],[-2.40287,42.51224],[-2.40607,42.4971],[-2.42713,42.49937],[-2.46204,42.50725],[-2.49165,42.52009],[-2.50152,42.53766],[-2.51062,42.53523],[-2.51806,42.53105],[-2.52403,42.5251],[-2.52883,42.51717],[-2.52651,42.51513],[-2.52532,42.5143],[-2.52418,42.51322],[-2.52204,42.51035],[-2.54165,42.51237],[-2.55775,42.51084],[-2.57134,42.50562],[-2.58345,42.49668],[-2.58513,42.51198],[-2.59506,42.51751],[-2.60617,42.51686],[-2.61139,42.51376],[-2.61787,42.50772],[-2.63208,42.51252],[-2.66745,42.53317],[-2.67676,42.53689],[-2.68466,42.53777],[-2.68774,42.55342],[-2.68725,42.56792],[-2.68518,42.57471],[-2.68564,42.58179],[-2.68913,42.58949],[-2.69944,42.59771],[-2.73399,42.61572],[-2.7474,42.61869],[-2.76184,42.61451],[-2.76967,42.60882],[-2.77339,42.60156],[-2.77998,42.58562],[-2.79349,42.58691],[-2.80597,42.58236],[-2.813,42.58081],[-2.82104,42.58427],[-2.82682,42.59019],[-2.82677,42.596],[-2.81478,42.60588],[-2.81267,42.61109],[-2.81623,42.62022],[-2.82993,42.61381],[-2.83602,42.62146],[-2.83747,42.63445],[-2.83731,42.64412],[-2.84171,42.65582],[-2.85246,42.66541],[-2.91793,42.70579],[-2.94335,42.71434],[-2.96868,42.73775],[-2.98413,42.74313],[-3.0032,42.75323],[-3.03144,42.77274],[-3.0635,42.7853],[-3.09399,42.77444],[-3.11957,42.76871],[-3.12386,42.77005],[-3.13631,42.7699],[-3.13223,42.77739],[-3.129,42.78625],[-3.13445,42.79323],[-3.14159,42.79796],[-3.14774,42.80369],[-3.15187,42.81015],[-3.1512,42.81759],[-3.14768,42.8254],[-3.1413,42.8347],[-3.13022,42.84521],[-3.11931,42.85831],[-3.11254,42.86826],[-3.11042,42.87961],[-3.11422,42.88692],[-3.12123,42.89033],[-3.13022,42.88862],[-3.14422,42.87353],[-3.15148,42.86811],[-3.15908,42.86462],[-3.17812,42.86524],[-3.18755,42.86371],[-3.19569,42.86033],[-3.20272,42.85506],[-3.20737,42.84886],[-3.21091,42.84286],[-3.20998,42.83728],[-3.21192,42.83206],[-3.21739,42.82974],[-3.22429,42.83183],[-3.23145,42.83589],[-3.26181,42.86493],[-3.27592,42.8747],[-3.28008,42.88035],[-3.2791,42.8872],[-3.27545,42.89392],[-3.27026,42.90095],[-3.25602,42.91226],[-3.24442,42.92462],[-3.23998,42.93157],[-3.23318,42.93815],[-3.22411,42.94379],[-3.18833,42.94673],[-3.17595,42.94508],[-3.16605,42.94286],[-3.15745,42.93934],[-3.1512,42.93428],[-3.14649,42.92126],[-3.14104,42.91609],[-3.13306,42.91304],[-3.12391,42.91077],[-3.10415,42.90852],[-3.09441,42.9065],[-3.08474,42.90555],[-3.07528,42.90557],[-3.05898,42.90867],[-3.0379,42.90885],[-3.02919,42.91025],[-3.0217,42.91446],[-3.00896,42.92327],[-3.00087,42.92327],[-2.98746,42.92632],[-2.98227,42.9294],[-2.97906,42.93361],[-2.97713,42.93903],[-2.97852,42.94448],[-2.98338,42.951],[-3.01229,42.95846],[-3.02544,42.96508],[-3.03428,42.97262],[-3.03963,42.97805],[-3.03937,42.98704],[-3.02702,42.9865],[-3.0086,42.98898],[-3.00165,42.98906],[-2.99932,42.98947],[-2.997,42.99092],[-2.99291,42.99428],[-2.98971,43.00048],[-2.98741,43.00893],[-2.9895,43.01469],[-2.99712,43.02084],[-3.01609,43.02541],[-3.02288,43.03133],[-3.02358,43.03711],[-3.02361,43.04311],[-3.02862,43.04735],[-3.03673,43.04972],[-3.05526,43.04314],[-3.07353,43.01396],[-3.08495,43.01071],[-3.09208,43.01221],[-3.12161,43.01358],[-3.15223,43.01986],[-3.16047,43.02296],[-3.16512,43.02668],[-3.16094,43.03303],[-3.15512,43.0396],[-3.14851,43.05045],[-3.14815,43.07422],[-3.14275,43.09246],[-3.14184,43.10414],[-3.14758,43.11127],[-3.1651,43.11654],[-3.17083,43.12243],[-3.17257,43.13137],[-3.16481,43.14698],[-3.15954,43.15494],[-3.14184,43.16512],[-3.11674,43.14975],[-3.10408,43.14522],[-3.04326,43.15471],[-3.03147,43.16088],[-3.02527,43.17041],[-3.02184,43.19168],[-3.01538,43.19984],[-2.99933,43.20498],[-2.98431,43.20182],[-2.97048,43.19326],[-2.95037,43.17348],[-2.93591,43.14686],[-2.93674,43.13539],[-2.95402,43.10928],[-2.95679,43.09602],[-2.94827,43.08387],[-2.89539,43.04748]],[[-2.53824,42.64337],[-2.52604,42.64474],[-2.51527,42.64931],[-2.51294,42.65337],[-2.51444,42.66577],[-2.51829,42.67453],[-2.51953,42.68096],[-2.52255,42.68639],[-2.52578,42.68949],[-2.53235,42.68882],[-2.53772,42.68597],[-2.5471,42.67807],[-2.5533,42.67538],[-2.5595,42.67352],[-2.56607,42.67453],[-2.57214,42.6774],[-2.58198,42.68825],[-2.58684,42.69254],[-2.59216,42.69626],[-2.59705,42.70029],[-2.60079,42.70437],[-2.6003,42.70907],[-2.59821,42.71316],[-2.59312,42.71589],[-2.58043,42.71848],[-2.57516,42.72132],[-2.57128,42.72525],[-2.56193,42.73915],[-2.56035,42.74385],[-2.55777,42.74824],[-2.55607,42.75638],[-2.55919,42.75935],[-2.5695,42.7591],[-2.57811,42.76049],[-2.58694,42.76488],[-2.5927,42.76925],[-2.59635,42.77364],[-2.60154,42.7761],[-2.60813,42.77661],[-2.61668,42.77419],[-2.62629,42.7732],[-2.6389,42.77424],[-2.70042,42.78796],[-2.71502,42.793],[-2.72613,42.79506],[-2.7528,42.79697],[-2.81659,42.79398],[-2.82708,42.79183],[-2.83287,42.78726],[-2.85354,42.76369],[-2.86811,42.7514],[-2.87016,42.74468],[-2.86532,42.73628],[-2.84075,42.71775],[-2.81414,42.70292],[-2.75244,42.68184],[-2.68435,42.67029],[-2.63407,42.65476],[-2.55692,42.65337],[-2.55041,42.65182],[-2.54514,42.65001],[-2.54276,42.64621],[-2.53824,42.64337]]]}}"
Alicante;"{""type"":""Feature"",""properties"":{""country"":""Spain"",""name"":""Alicante""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.76057,37.8459],[-0.76103,37.84591],[-0.77971,37.84291],[-0.7871,37.84428],[-0.79155,37.84637],[-0.79692,37.85107],[-0.80426,37.85619],[-0.81255,37.8603],[-0.83056,37.8642],[-0.8387,37.86797],[-0.881,37.90296],[-0.8887,37.90802],[-0.91668,37.93355],[-0.92306,37.9413],[-0.93438,37.96047],[-0.94802,37.97753],[-0.955,37.98432],[-0.96572,38.00001],[-0.96588,38.00011],[-0.96627,38.00065],[-0.98223,38.02641],[-1.00311,38.05272],[-1.00699,38.05682],[-1.01327,38.06171],[-1.02004,38.0685],[-1.02585,38.07886],[-1.03081,38.09705],[-1.0329,38.1169],[-1.0281,38.13535],[-1.02283,38.1463],[-0.99365,38.18098],[-0.98595,38.19519],[-0.98316,38.20299],[-0.97645,38.23441],[-0.97345,38.2419],[-0.96942,38.2587],[-0.96916,38.27084],[-0.98363,38.31092],[-0.99466,38.32495],[-0.99978,38.32854],[-1.01187,38.33482],[-1.04869,38.34471],[-1.06817,38.34707],[-1.07667,38.3497],[-1.08099,38.35931],[-1.08396,38.37461],[-1.08445,38.41569],[-1.0821,38.43114],[-1.07561,38.44212],[-1.06895,38.44964],[-1.03071,38.47719],[-1.02401,38.48339],[-1.01944,38.49062],[-1.01655,38.49843],[-1.0188,38.52163],[-1.01526,38.53703],[-1.00567,38.56462],[-1.00544,38.59031],[-1.02213,38.65454],[-1.00647,38.65831],[-1.00143,38.65743],[-0.97717,38.65645],[-0.95715,38.65883],[-0.93958,38.664],[-0.90816,38.68136],[-0.90348,38.68508],[-0.90348,38.6887],[-0.90986,38.69622],[-0.9164,38.70242],[-0.9273,38.71505],[-0.93309,38.72051],[-0.94229,38.73118],[-0.94888,38.74335],[-0.95368,38.76265],[-0.95299,38.77027],[-0.94908,38.77727],[-0.93965,38.77996],[-0.93064,38.78551],[-0.91614,38.77344],[-0.9083,38.77039],[-0.89791,38.77004],[-0.87672,38.77434],[-0.86688,38.77425],[-0.85725,38.76924],[-0.83065,38.74619],[-0.81635,38.74078],[-0.74726,38.75434],[-0.73006,38.75267],[-0.65111,38.71765],[-0.63395,38.70213],[-0.61547,38.69383],[-0.50711,38.74287],[-0.5205,38.75723],[-0.53288,38.76258],[-0.54705,38.76126],[-0.56577,38.75556],[-0.5953,38.79504],[-0.41658,38.81923],[-0.31081,38.88151],[-0.23051,38.85337],[-0.031,38.88276],[-0.00976,38.8697],[0.01743,38.86433],[0.06308,38.86079],[0.11101,38.84992],[0.15398,38.831],[0.18531,38.80353],[0.181,38.80191],[0.17091,38.79609],[0.18287,38.79182],[0.19077,38.78522],[0.21787,38.76813],[0.22771,38.77021],[0.23406,38.75788],[0.23455,38.74225],[0.22771,38.73456],[0.20899,38.73371],[0.19207,38.73041],[0.17677,38.72403],[0.16261,38.71353],[0.15089,38.69245],[0.14894,38.68993],[0.14503,38.68635],[0.12574,38.68549],[0.11858,38.68281],[0.10532,38.67255],[0.09368,38.66763],[0.08302,38.66096],[0.07313,38.64521],[0.08058,38.63101],[0.06044,38.63483],[0.04664,38.63223],[0.03338,38.62739],[0.01503,38.62474],[-0.01476,38.62442],[-0.0288,38.62067],[-0.04296,38.61172],[-0.05476,38.59528],[-0.05508,38.58076],[-0.05362,38.56696],[-0.06005,38.55272],[-0.07543,38.53994],[-0.0902,38.53535],[-0.13174,38.53535],[-0.17699,38.52725],[-0.20214,38.5196],[-0.23396,38.50165],[-0.32942,38.47004],[-0.34455,38.46162],[-0.35082,38.45002],[-0.35871,38.44595],[-0.39517,38.41376],[-0.40608,38.39887],[-0.41015,38.37934],[-0.40998,38.36896],[-0.41369,38.36481],[-0.44587,38.36343],[-0.46019,38.36005],[-0.47057,38.35187],[-0.47435,38.33674],[-0.50984,38.33836],[-0.51879,38.29865],[-0.50402,38.20722],[-0.51545,38.1955],[-0.53287,38.19217],[-0.56884,38.1942],[-0.59138,38.18964],[-0.60949,38.17805],[-0.62369,38.16242],[-0.63439,38.14582],[-0.64074,38.13166],[-0.64501,38.11603],[-0.64802,38.0738],[-0.6525,38.00776],[-0.65453,37.98933],[-0.6634,37.98029],[-0.68993,37.97215],[-0.70885,37.95628],[-0.71841,37.94302],[-0.75862,37.86335],[-0.76073,37.84707],[-0.76057,37.8459]]]}}"
Biscaye;"{""type"":""Feature"",""properties"":{""country"":""Spain"",""name"":""Bizkaia""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-2.40678,43.32931],[-2.44017,43.28813],[-2.41819,43.26754],[-2.45936,43.22731],[-2.46469,43.22477],[-2.46809,43.22477],[-2.47696,43.22759],[-2.49053,43.22235],[-2.48895,43.18366],[-2.49571,43.1684],[-2.49895,43.16747],[-2.50178,43.16783],[-2.50433,43.16751],[-2.50673,43.16457],[-2.50705,43.16153],[-2.49826,43.11868],[-2.50172,43.10323],[-2.51401,43.09323],[-2.54655,43.08804],[-2.60024,43.08146],[-2.62245,43.08766],[-2.63744,43.08547],[-2.65685,43.07576],[-2.65866,43.07289],[-2.65726,43.06975],[-2.63524,43.04714],[-2.6298,43.03547],[-2.63313,43.02487],[-2.63665,43.02284],[-2.64052,43.02272],[-2.66795,43.02723],[-2.6869,43.02148],[-2.69791,43.02062],[-2.73837,43.03316],[-2.78186,43.02671],[-2.82926,43.03717],[-2.8512,43.04688],[-2.86268,43.04882],[-2.89539,43.04748],[-2.94827,43.08387],[-2.95679,43.09602],[-2.95402,43.10928],[-2.93674,43.13539],[-2.93591,43.14686],[-2.95037,43.17348],[-2.97048,43.19326],[-2.98431,43.20182],[-2.99933,43.20498],[-3.01538,43.19984],[-3.02184,43.19168],[-3.02527,43.17041],[-3.03147,43.16088],[-3.04326,43.15471],[-3.10408,43.14522],[-3.11674,43.14975],[-3.14184,43.16512],[-3.14215,43.17478],[-3.14593,43.17837],[-3.15151,43.18145],[-3.17357,43.18398],[-3.2075,43.18439],[-3.22975,43.18698],[-3.24659,43.19809],[-3.25248,43.20044],[-3.25946,43.20119],[-3.26832,43.19995],[-3.27848,43.19731],[-3.36242,43.15793],[-3.42379,43.14062],[-3.42565,43.15313],[-3.43312,43.17398],[-3.43777,43.18114],[-3.44095,43.18806],[-3.44146,43.19514],[-3.44004,43.20214],[-3.44033,43.20987],[-3.44172,43.21731],[-3.44503,43.22424],[-3.44164,43.2333],[-3.4309,43.24346],[-3.34715,43.28759],[-3.33581,43.29529],[-3.32294,43.3001],[-3.26104,43.29676],[-3.2352,43.29909],[-3.2129,43.2932],[-3.20355,43.29229],[-3.16024,43.3078],[-3.15391,43.31503],[-3.14954,43.32444],[-3.1505,43.35368],[-3.1506,43.36015],[-3.1315,43.35578],[-3.11238,43.35407],[-3.08951,43.36689],[-3.05785,43.35236],[-3.00817,43.32091],[-3.00817,43.32844],[-3.02001,43.35257],[-3.02343,43.36494],[-3.02929,43.37214],[-3.02929,43.37617],[-3.02432,43.38093],[-3.01098,43.38414],[-2.99942,43.39435],[-2.95592,43.41385],[-2.93993,43.4171],[-2.93993,43.42459],[-2.94669,43.42459],[-2.94669,43.43077],[-2.93008,43.43793],[-2.90526,43.43989],[-2.85424,43.43826],[-2.807,43.44168],[-2.78596,43.44786],[-2.76863,43.4525],[-2.75585,43.45026],[-2.73493,43.43879],[-2.7152,43.42451],[-2.70653,43.41368],[-2.69494,43.38862],[-2.69103,43.36754],[-2.687,43.37145],[-2.67927,43.38984],[-2.67846,43.39464],[-2.67878,43.40058],[-2.67781,43.4062],[-2.67296,43.41035],[-2.6612,43.41193],[-2.64932,43.40953],[-2.63809,43.40595],[-2.60692,43.40188],[-2.5489,43.38361],[-2.50601,43.37714],[-2.48351,43.37063],[-2.46443,43.34923],[-2.40678,43.32931]],[[-3.2992,43.21687],[-3.26736,43.22739],[-3.26891,43.23759],[-3.28615,43.25636],[-3.3042,43.26068],[-3.30424,43.22215],[-3.2992,43.21687]]]}}"
Castellón;"{""type"":""Feature"",""properties"":{""country"":""Spain"",""name"":""Castellón""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.04826,40.72718],[0.00158,40.72963],[0.01817,40.72614],[0.02473,40.7202],[0.02814,40.71268],[0.02773,40.70584],[0.02954,40.69961],[0.0362,40.69669],[0.04504,40.69617],[0.0562,40.7017],[0.06427,40.7077],[0.0731,40.71271],[0.08153,40.71643],[0.09315,40.7195],[0.1071,40.72155],[0.14498,40.72258],[0.17304,40.7309],[0.19899,40.72718],[0.21929,40.73054],[0.22379,40.72607],[0.22674,40.71943],[0.23216,40.71168],[0.24379,40.70305],[0.2657,40.69788],[0.27826,40.69157],[0.28771,40.68382],[0.28601,40.67731],[0.28105,40.67142],[0.27702,40.66364],[0.27624,40.65431],[0.28384,40.63972],[0.29314,40.63215],[0.3166,40.62259],[0.3875,40.60375],[0.4184,40.59083],[0.42988,40.5844],[0.43685,40.57745],[0.43685,40.57075],[0.44042,40.56305],[0.44739,40.55458],[0.45608,40.5492],[0.51891,40.52895],[0.52376,40.52616],[0.51743,40.51435],[0.50131,40.4842],[0.48341,40.46503],[0.46616,40.45067],[0.45265,40.43407],[0.44614,40.40843],[0.42026,40.38825],[0.3506,40.2849],[0.33896,40.27436],[0.3121,40.25751],[0.29884,40.24677],[0.26474,40.20978],[0.20525,40.17154],[0.14454,40.07884],[0.11704,40.05634],[0.06617,40.03193],[0.0405,40.00288],[-0.00292,39.93195],[-0.02868,39.9018],[-0.0913,39.84793],[-0.19449,39.71544],[-0.27204,39.75109],[-0.30917,39.78739],[-0.34539,39.79747],[-0.37933,39.78294],[-0.40959,39.74532],[-0.43267,39.72953],[-0.45595,39.72292],[-0.4782,39.72808],[-0.5331,39.79619],[-0.56999,39.78019],[-0.5861,39.76069],[-0.6014,39.7508],[-0.61889,39.74591],[-0.63448,39.74846],[-0.64664,39.7579],[-0.64743,39.76636],[-0.6443,39.77664],[-0.6447,39.7916],[-0.65603,39.83586],[-0.69103,39.85233],[-0.71265,39.81698],[-0.73701,39.82075],[-0.77375,39.86982],[-0.79129,39.87754],[-0.79747,39.88749],[-0.8092,39.89764],[-0.81713,39.90134],[-0.82382,39.90632],[-0.8325,39.91942],[-0.8362,39.93338],[-0.83635,39.93994],[-0.83909,39.94583],[-0.8387,39.95257],[-0.83565,39.96764],[-0.83121,39.97482],[-0.82444,39.98149],[-0.80142,39.99089],[-0.79077,39.99296],[-0.7778,39.99957],[-0.77509,40.00138],[-0.76618,40.00939],[-0.76204,40.01849],[-0.7577,40.03461],[-0.7539,40.03978],[-0.74669,40.04143],[-0.73879,40.0403],[-0.72204,40.03988],[-0.68385,40.04443],[-0.61435,40.07174],[-0.61275,40.07771],[-0.61773,40.09145],[-0.61952,40.09913],[-0.61766,40.10709],[-0.61342,40.11391],[-0.59673,40.12701],[-0.58319,40.13481],[-0.57487,40.14515],[-0.57004,40.15352],[-0.56782,40.16907],[-0.56335,40.17633],[-0.55637,40.18517],[-0.55229,40.20029],[-0.55304,40.20737],[-0.55164,40.21419],[-0.55182,40.22845],[-0.54996,40.23506],[-0.54422,40.2401],[-0.53438,40.24041],[-0.52536,40.2377],[-0.51627,40.23336],[-0.50113,40.23031],[-0.49549,40.23046],[-0.48779,40.2315],[-0.47947,40.23377],[-0.47025,40.23506],[-0.45162,40.23592],[-0.44232,40.23775],[-0.40586,40.25114],[-0.39793,40.25687],[-0.39142,40.26393],[-0.3901,40.27421],[-0.39075,40.28214],[-0.39281,40.28914],[-0.39093,40.29558],[-0.36938,40.30829],[-0.35716,40.31775],[-0.34121,40.33738],[-0.33165,40.34565],[-0.2921,40.36552],[-0.28649,40.37175],[-0.28558,40.38154],[-0.2891,40.38921],[-0.29509,40.39632],[-0.30724,40.40792],[-0.31406,40.41296],[-0.32935,40.42169],[-0.33548,40.42777],[-0.33866,40.43531],[-0.3399,40.4427],[-0.33385,40.45001],[-0.3237,40.45696],[-0.27737,40.47182],[-0.27217,40.47572],[-0.27264,40.48143],[-0.27582,40.48753],[-0.28062,40.49985],[-0.28186,40.50094],[-0.29669,40.50792],[-0.29793,40.5137],[-0.29747,40.52037],[-0.29452,40.52706],[-0.29297,40.53406],[-0.29266,40.54851],[-0.29416,40.55556],[-0.29649,40.56243],[-0.29856,40.57665],[-0.29734,40.58414],[-0.29478,40.5922],[-0.29437,40.60576],[-0.30042,40.60905],[-0.30809,40.60871],[-0.32512,40.60424],[-0.33395,40.60527],[-0.34269,40.60734],[-0.35,40.61106],[-0.35876,40.61194],[-0.36721,40.61447],[-0.3746,40.61819],[-0.37746,40.62426],[-0.3763,40.63835],[-0.37659,40.64568],[-0.37871,40.65261],[-0.37731,40.66015],[-0.36868,40.66744],[-0.35775,40.67191],[-0.34581,40.6739],[-0.32941,40.67157],[-0.31305,40.66294],[-0.3045,40.66325],[-0.29308,40.66788],[-0.28481,40.67333],[-0.23409,40.6948],[-0.22923,40.70103],[-0.22887,40.70801],[-0.22933,40.7155],[-0.22802,40.73072],[-0.22342,40.74532],[-0.21903,40.75193],[-0.21368,40.75829],[-0.19481,40.77599],[-0.18389,40.77942],[-0.1658,40.77991],[-0.15216,40.7749],[-0.14236,40.7694],[-0.13531,40.76338],[-0.11996,40.75328],[-0.07449,40.73085],[-0.04826,40.72718]]]}}"
Cordoue;"{""type"":""Feature"",""properties"":{""country"":""Spain"",""name"":""Córdoba""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-4.92424,38.68332],[-4.91282,38.68493],[-4.88303,38.68524],[-4.8735,38.68069],[-4.86972,38.67387],[-4.86737,38.65847],[-4.86737,38.65079],[-4.8659,38.63501],[-4.86109,38.62581],[-4.84929,38.61485],[-4.82849,38.60405],[-4.81394,38.59976],[-4.80125,38.59775],[-4.78159,38.59733],[-4.76898,38.59439],[-4.72797,38.57976],[-4.71493,38.57258],[-4.70699,38.5654],[-4.70397,38.55935],[-4.68524,38.55044],[-4.668,38.54509],[-4.63273,38.52354],[-4.62382,38.51434],[-4.61855,38.50597],[-4.61049,38.49698],[-4.60253,38.49259],[-4.59333,38.49],[-4.58418,38.49],[-4.57044,38.48675],[-4.55827,38.47881],[-4.54305,38.47292],[-4.51706,38.45551],[-4.48889,38.43197],[-4.46951,38.40954],[-4.46006,38.40091],[-4.44975,38.39595],[-4.40569,38.37957],[-4.37975,38.37259],[-4.36632,38.37117],[-4.3018,38.35011],[-4.29004,38.34887],[-4.2755,38.35092],[-4.24353,38.3393],[-4.2412,38.33758],[-4.21456,38.28927],[-4.21521,38.25656],[-4.21,38.235],[-4.1984,38.21476],[-4.16801,38.18076],[-4.16835,38.13683],[-4.19305,38.12756],[-4.25031,38.06111],[-4.25459,38.05219],[-4.25934,38.02561],[-4.26375,38.01914],[-4.28432,38.00369],[-4.261,37.96354],[-4.28384,37.82048],[-4.27917,37.80853],[-4.26884,37.79899],[-4.24393,37.78722],[-4.23072,37.77456],[-4.22822,37.73325],[-4.21981,37.71607],[-4.18622,37.70572],[-4.17199,37.69715],[-4.17125,37.67936],[-4.17838,37.66864],[-4.20901,37.64079],[-4.2131,37.62627],[-4.20524,37.61964],[-4.18225,37.61255],[-4.156,37.57755],[-4.11013,37.53782],[-4.0946,37.49839],[-4.08661,37.48654],[-4.0375,37.45634],[-4.00087,37.40211],[-4.07638,37.40352],[-4.09388,37.39615],[-4.13717,37.35757],[-4.15473,37.3489],[-4.17212,37.34669],[-4.20917,37.35236],[-4.21722,37.3504],[-4.22506,37.34354],[-4.23551,37.32721],[-4.23712,37.29642],[-4.2634,37.26039],[-4.25516,37.2295],[-4.3203,37.18657],[-4.32627,37.20271],[-4.3722,37.21551],[-4.38351,37.27755],[-4.44494,37.27755],[-4.48062,37.23876],[-4.53931,37.21131],[-4.59627,37.22161],[-4.61378,37.25524],[-4.65323,37.25593],[-4.65808,37.27741],[-4.67065,37.29906],[-4.67725,37.34077],[-4.69195,37.35458],[-4.71058,37.36161],[-4.76345,37.32882],[-4.78384,37.33045],[-4.82207,37.35819],[-4.84986,37.41069],[-4.88488,37.43815],[-4.88753,37.46259],[-4.90827,37.49477],[-4.94388,37.52018],[-4.93618,37.53783],[-4.92802,37.58368],[-4.93228,37.60249],[-4.93734,37.60794],[-4.95021,37.614],[-4.95522,37.61837],[-4.95796,37.62637],[-4.95494,37.64055],[-4.95554,37.64802],[-4.96654,37.67088],[-4.98207,37.69016],[-5.00211,37.704],[-5.02664,37.71051],[-5.05243,37.70828],[-5.10502,37.69093],[-5.12314,37.66943],[-5.12942,37.66555],[-5.15255,37.66192],[-5.17945,37.66402],[-5.19106,37.66959],[-5.27677,37.62449],[-5.34437,37.60999],[-5.38011,37.61177],[-5.401,37.63104],[-5.41402,37.6739],[-5.39003,37.69758],[-5.31108,37.69792],[-5.30971,37.77343],[-5.33469,37.78613],[-5.34121,37.79229],[-5.34652,37.80528],[-5.34963,37.83059],[-5.36011,37.8418],[-5.39324,37.85761],[-5.40451,37.86682],[-5.41337,37.88508],[-5.41509,37.92742],[-5.42183,37.94068],[-5.47859,37.98129],[-5.49607,38.04284],[-5.58183,38.11555],[-5.58105,38.13509],[-5.53821,38.16237],[-5.5334,38.16764],[-5.53361,38.17354],[-5.53325,38.18067],[-5.52986,38.19483],[-5.52684,38.20191],[-5.51971,38.20888],[-5.51731,38.22289],[-5.5172,38.23012],[-5.51782,38.23761],[-5.51909,38.24485],[-5.52126,38.25219],[-5.52196,38.25945],[-5.52134,38.26676],[-5.52294,38.27074],[-5.53245,38.28474],[-5.53524,38.29009],[-5.53842,38.29508],[-5.54066,38.29978],[-5.54477,38.31141],[-5.54702,38.31611],[-5.55028,38.32081],[-5.55477,38.32464],[-5.55989,38.32831],[-5.56428,38.33208],[-5.56712,38.33629],[-5.56712,38.34102],[-5.56495,38.35115],[-5.56301,38.35632],[-5.56038,38.36712],[-5.56004,38.37241],[-5.56102,38.37735],[-5.56392,38.38177],[-5.5727,38.38967],[-5.5758,38.39432],[-5.57648,38.39931],[-5.57565,38.40448],[-5.56937,38.42533],[-5.56208,38.43249],[-5.54929,38.44081],[-5.50483,38.46016],[-5.48821,38.46463],[-5.48085,38.4692],[-5.47059,38.48303],[-5.46491,38.48907],[-5.4502,38.49998],[-5.44982,38.50039],[-5.41964,38.51584],[-5.41147,38.52483],[-5.40783,38.53186],[-5.40693,38.53811],[-5.40413,38.54354],[-5.40031,38.54912],[-5.39419,38.55517],[-5.38545,38.56607],[-5.3799,38.57144],[-5.36241,38.58387],[-5.34949,38.58604],[-5.32915,38.58573],[-5.31706,38.5838],[-5.31132,38.58426],[-5.30683,38.5855],[-5.30347,38.59031],[-5.30316,38.59462],[-5.30052,38.59925],[-5.29742,38.60317],[-5.29319,38.60708],[-5.28815,38.61253],[-5.25577,38.63439],[-5.21006,38.65904],[-5.18082,38.66604],[-5.17629,38.67087],[-5.17438,38.6765],[-5.171,38.68299],[-5.16725,38.69343],[-5.16919,38.70115],[-5.17304,38.70821],[-5.17045,38.71381],[-5.15945,38.71795],[-5.07987,38.71942],[-5.06382,38.72539],[-5.03659,38.72841],[-4.9792,38.69438],[-4.94597,38.68374],[-4.92424,38.68332]]]}}"
