villeLabel;population;latitude;longitude
Sampolo;84;41.942222222;9.123611111
Lugo-di-Nazza;84;42.074166666;9.300833333
Roquefort-de-Sault;83;42.738055555;2.200833333
Saint-Julien-de-Briola;83;43.159444444;1.942777777
Rieussec;82;43.417222222;2.739166666
Montauriol;82;43.277777777;1.835555555
Montjardin;82;42.982777777;2.0275
Serres;82;42.946666666;2.324722222
Marquein;81;43.305277777;1.726388888
La Louvière-Lauragais;81;43.263333333;1.751388888
Croce;81;42.413888888;9.361666666
Avapessa;81;42.561388888;8.894722222
Piedicroce;81;42.374166666;9.3675
Bonnevaux;80;44.3675;4.031111111
Cubières-sur-Cinoble;80;42.861111111;2.461111111
Crocicchia;80;42.468333333;9.352222222
Fourtou;79;42.907777777;2.429722222
Arquettes-en-Val;79;43.103611111;2.502222222
Courtauly;79;43.040277777;2.043055555
Py;79;42.495833333;2.350833333
Arro;79;42.092777777;8.813888888
Novella;79;42.584444444;9.1175
Meria;79;42.926944444;9.452777777
Albas;78;43.006111111;2.734166666
Prats-de-Sournia;78;42.744166666;2.460555555
Peyrefitte-sur-l'Hers;77;43.248055555;1.828888888
Ambiegna;77;42.083888888;8.7925
Gars;76;43.865277777;6.803611111
Collongues;76;43.888055555;6.863055555
Fonters-du-Razès;76;43.228611111;1.934722222
Trilla;76;42.739722222;2.519166666
Nahuja;76;42.425;1.995277777
Argiusta-Moriccio;76;41.815;9.023333333
Châteauvieux;75;43.776944444;6.578055555
Montesquieu;75;43.561666666;3.275833333
Pech-Luna;75;43.216666666;1.842777777
Fenouillet-du-Razès;75;43.157222222;2.028611111
Nocario;75;42.393611111;9.360555555
Roquefère;74;43.373611111;2.379722222
Artigues;74;42.803055555;2.211111111
Corrano;74;41.889722222;9.064444444
Cannelle;74;42.049444444;8.820555555
Sermano;74;42.314166666;9.2675
Gourvieille;73;43.339444444;1.782222222
Rouffiac-des-Corbières;72;42.880277777;2.553611111
Casevecchie;72;42.143055555;9.360277777
Giuncaggio;72;42.216666666;9.366111111
Sauze;70;44.087777777;6.835
Escouloubre;70;42.738888888;2.124166666
Saint-Marsal;70;42.537777777;2.621111111
Rospigliani;70;42.19;9.230277777
Salvezines;69;42.780277777;2.306666666
Réal;69;42.630555555;2.133888888
Sorbollano;69;41.751944444;9.109444444
Saint-Bresson;68;43.953611111;3.645833333
Rouet;68;43.811944444;3.813055555
Montirat;68;43.1725;2.438333333
Cristinacce;68;42.239166666;8.840277777
Cambia;68;42.363333333;9.293333333
Favalello;68;42.294444444;9.271666666
Vissec;67;43.899722222;3.458888888
Villeneuvette;67;43.610277777;3.399722222
Conilhac-de-la-Montagne;67;42.978611111;2.193888888
Le Vivier;67;42.771666666;2.453333333
Rezza;67;42.125277777;8.943055555
Nonza;67;42.784722222;9.344444444
L'Albère;66;42.482777777;2.894444444
Zoza;66;41.717777777;9.070277777
Bustanico;66;42.3225;9.300277777
La Roque-en-Provence;65;43.870833333;7.005
Villautou;65;43.159444444;1.831666666
La Bastide;65;42.546944444;2.588888888
Châteauneuf-d'Entraunes;63;44.128333333;6.832222222
Grossa;63;41.609722222;8.877222222
Moïta;63;42.278611111;9.413333333
Noceta;63;42.1975;9.209166666
Aunat;62;42.793888888;2.095277777
Saint-Just-de-Bélengard;62;43.09373;2.03772
Renno;62;42.210555555;8.826388888
Urbalacone;62;41.836944444;8.948333333
Belcastel-et-Buc;61;43.0375;2.340277777
Saint-Amans;61;43.227222222;1.886388888
Boule-d'Amont;61;42.579444444;2.613611111
Conat;61;42.613333333;2.356666666
Feilluns;61;42.761388888;2.483611111
Cargiaca;61;41.732222222;9.049166666
Sant'Andréa-di-Bozio;61;42.297777777;9.302777777
Rusio;61;42.361666666;9.260833333
Calmeilles;60;42.552222222;2.674166666
Nohèdes;60;42.623055555;2.288888888
Orto;60;42.186666666;8.9325
Novale;60;42.31;9.415555555
Gavignano;60;42.418055555;9.287222222
Ferrières-Poussarou;59;43.485;2.898611111
Labastide-Esparbairenque;59;43.381111111;2.395
Les Ilhes;59;43.351666666;2.378055555
Puyvalador;59;42.646388888;2.119722222
Taulis;59;42.523888888;2.6325
Saint-Michel;58;43.855833333;3.386388888
Lanet;58;42.963055555;2.495277777
Cassaignes;58;42.945833333;2.299444444
San-Gavino-di-Tenda;58;42.598888888;9.2675
Ficaja;58;42.421944444;9.367222222
Pietraserena;58;42.235277777;9.345833333
Le Cros;57;43.868611111;3.364444444
Missègre;57;43.003333333;2.3725
Villardebelle;57;43.020833333;2.392777777
Santa-Reparata-di-Moriani;57;42.355277777;9.448888888
Pianello;57;42.289722222;9.360277777
Pommiers;56;43.951388888;3.6075
Brenas;56;43.653333333;3.256944444
Pégairolles-de-Buèges;56;43.805555555;3.586666666
Caunettes-en-Val;56;43.063611111;2.553611111
Camps-sur-l'Agly;56;42.859722222;2.433611111
Quasquara;56;41.900555555;9.010833333
Lunghignano;56;42.54173;8.88653
Bourigeole;55;42.988055555;2.133611111
Planès;55;42.491944444;2.139722222
Lamanère;55;42.360277777;2.520277777
Altagène;55;41.706388888;9.07
Giocatojo;55;42.443333333;9.35
Lavalette;54;43.691666666;3.272777777
Counozouls;54;42.732222222;2.227222222
Peyrefitte-du-Razès;54;43.060833333;2.023055555
Generville;54;43.2125;1.932222222
Casalta;54;42.441944444;9.41
Quintillan;53;42.965277777;2.711111111
Lairière;53;43.015833333;2.484722222
Pomy;53;43.059166666;2.065277777
Bilia;53;41.625277777;8.907222222
Altiani;53;42.237222222;9.291388888
San-Damiano;53;42.411111111;9.407777777
Saint-Léger;52;43.999722222;6.828333333
Tharaux;52;44.241111111;4.311388888
Mérifons;52;43.62;3.284722222
Coudons;52;42.863055555;2.125277777
Fournes-Cabardès;52;43.348611111;2.3975
Arbori;52;42.141666666;8.796944444
Azzana;52;42.1175;8.924166666
Amirat;51;43.890555555;6.824166666
Riboux;51;43.303333333;5.756388888
Coustaussa;51;42.940833333;2.278055555
Cailla;51;42.814722222;2.196666666
Fajac-la-Relenque;51;43.28;1.724166666
Bessède-de-Sault;51;42.788611111;2.125277777
Jonquières;51;43.04;2.729444444
Saint-Louis-et-Parahou;51;42.847777777;2.319444444
Rosazia;51;42.127777777;8.875
Loreto-di-Tallano;51;41.72;9.036944444
Zévaco;51;41.8925;9.049444444
Lieuche;50;43.996388888;7.016944444
Cambon-et-Salvergues;50;43.618055555;2.858611111
Quirbajou;50;42.829722222;2.178611111
Miraval-Cabardès;50;43.382222222;2.346111111
Saint-Just-et-le-Bézu;50;42.879722222;2.2675
Saint-Martin-de-Fenouillet;50;42.785555555;2.468333333
Costa;50;42.575;9.001666666
Felce;50;42.349444444;9.416944444
Le Bousquet;49;42.743333333;2.163055555
La Bezole;49;43.033611111;2.107777777
Matra;49;42.280555555;9.39
Valmascle;48;43.596111111;3.298611111
Montgradail;48;43.121666666;2.026111111
Termes;48;43.000277777;2.5625
Fajac-en-Val;48;43.121111111;2.458611111
Carcheto-Brustico;48;42.365;9.366111111
Prato-di-Giovellina;48;42.423611111;9.163611111
Sallagriffon;47;43.883333333;6.907222222
Puechredon;47;43.9525;4.050277777
Ferrières-les-Verreries;47;43.878055555;3.797222222
Gincla;47;42.762777777;2.325555555
Prunet-et-Belpuig;47;42.561944444;2.624722222
Urbanya;47;42.638888888;2.305
Zérubia;47;41.752777777;9.075555555
Piazzole;47;42.393333333;9.401944444
La Courtète;46;43.146388888;2.043611111
Maisons;46;42.927222222;2.632777777
Le Bourguet;45;43.784166666;6.518611111
Dernacueillette;45;42.928333333;2.597777777
Saliceto;45;42.399444444;9.294722222
Auvare;44;43.988055555;6.908055555
Tarerach;44;42.690555555;2.500833333
Saint-André-de-Buèges;43;43.848611111;3.663055555
Casefabre;43;42.616111111;2.614722222
Jujols;43;42.570555555;2.295277777
Verdèse;43;42.391666666;9.364722222
Porri;43;42.452777777;9.433611111
Sainte-Colombe-sur-Guette;42;42.75;2.234722222
Cumiès;42;43.296111111;1.841111111
Mayronnes;42;43.056388888;2.525
Saint-Sernin;42;43.233333333;1.802777777
Scata;42;42.416388888;9.401388888
Popolasca;42;42.4325;9.1325
Campoussy;41;42.710277777;2.458611111
Fosse;41;42.788333333;2.431111111
Castiglione;41;42.417777777;9.128611111
Les Mujouls;40;43.883611111;6.860277777
Sorbs;40;43.8925;3.400555555
Ayguatébia-Talau;40;42.573055555;2.184722222
Penta-Acquatella;40;42.461111111;9.373888888
Boisset;39;43.401666666;2.704166666
Lignairolles;39;43.097222222;1.993888888
Quercitello;39;42.426111111;9.350277777
Saint-Couat-du-Razès;38;43.000555555;2.109722222
Monthaut;38;43.077222222;2.062222222
Niort-de-Sault;38;42.8025;2.003333333
Montjoi;38;42.992777777;2.482222222
Pézilla-de-Conflent;38;42.738055555;2.481944444
Pie-d'Orezza;38;42.372222222;9.355
Polveroso;38;42.400833333;9.365
Montgaillard;37;42.910277777;2.624444444
Montalba-d'Amélie;37;42.4449;2.6868
Castineta;37;42.4225;9.298888888
Zuani;36;42.271388888;9.346388888
Carpineto;36;42.355277777;9.379444444
Valcebollère;35;42.387222222;2.035277777
Auriac;34;42.931111111;2.492222222
Villetritouls;34;43.080833333;2.490555555
Souanyas;34;42.549722222;2.278888888
Valmanya;34;42.538333333;2.534166666
Muracciole;34;42.169722222;9.184166666
Stazzona;34;42.371388888;9.371666666
Peyrolles;33;44.110833333;3.8325
Saint-Félix-de-l'Héras;33;43.835277777;3.301388888
Mérial;33;42.787222222;1.979166666
Corbières;33;43.040277777;1.99
Galinagues;33;42.807777777;2.045277777
Canaveilles;33;42.536388888;2.249722222
Mantet;33;42.477222222;2.307222222
Pietricaggio;33;42.335277777;9.389444444
Poggio-Marinaccio;33;42.435277777;9.353611111
Véraza;32;42.985555555;2.306111111
Gueytes-et-Labastide;32;43.068888888;2.006111111
Palairac;32;42.957222222;2.661388888
Comus;32;42.8125;1.890277777
Joucou;31;42.826388888;2.088333333
Thuès-Entre-Valls;31;42.524166666;2.223333333
Mela;31;41.695833333;9.093888888
Cardo-Torgia;30;41.868888888;8.978888888
Focicchia;30;42.250555555;9.294444444
Seignalens;29;43.098888888;1.970555555
Saint-Martin-des-Puits;29;43.040555555;2.568611111
Pécharic-et-le-Py;29;43.186666666;1.835555555
Clermont-sur-Lauquet;29;43.045277777;2.421944444
Rapaggio;29;42.3725;9.39
Le Clat;28;42.785833333;2.167777777
Castellare-di-Mercurio;28;42.310555555;9.247222222
Vallica;28;42.521111111;9.051388888
Celles;27;43.661111111;3.340555555
Cahuzac;27;43.191944444;1.850277777
Trassanel;27;43.346388888;2.436388888
Vira;27;42.77;2.413888888
Sansa;27;42.602222222;2.173611111
Mazzola;27;42.300555555;9.310555555
Aiti;27;42.399166666;9.243888888
Valle-d'Orezza;27;42.367777777;9.398055555
Revens;26;44.086944444;3.296388888
Causse-Bégon;26;44.061944444;3.360277777
Massac;26;42.918333333;2.573055555
Mazuby;26;42.801388888;2.033055555
Oreilla;26;42.559166666;2.253888888
Alando;26;42.306388888;9.290555555
Ortale;26;42.316388888;9.423333333
Valmigère;25;42.981666666;2.376111111
Alzi;25;42.303333333;9.301944444
Carticasi;25;42.356944444;9.290277777
Mausoléo;25;42.519722222;9.008333333
Parata;25;42.37;9.408888888
Villar-en-Val;24;43.083055555;2.458333333
Saint-Martin-Lys;24;42.827222222;2.226111111
Salza;24;42.983611111;2.496388888
Mas-des-Cours;24;43.129722222;2.423611111
Ampriani;24;42.254166666;9.357222222
La Tourette-Cabardès;23;43.380555555;2.335
Railleu;23;42.586111111;2.182222222
Monacia-d'Orezza;23;42.381944444;9.398333333
Brenon;22;43.766944444;6.543888888
Belfort-sur-Rebenty;22;42.825833333;2.048055555
Lano;22;42.382777777;9.2475
Romiguières;21;43.818333333;3.230277777
Marsa;21;42.8225;2.155555555
Campana;21;42.387777777;9.351388888
Campagna-de-Sault;19;42.759444444;2.053888888
Glorianes;19;42.590555555;2.554444444
Piazzali;19;42.318888888;9.408611111
Piano;19;42.447222222;9.403055555
Campi;19;42.271666666;9.422777777
Caudiès-de-Conflent;18;42.567222222;2.161388888
Piobetta;17;42.344444444;9.383333333
Piedipartino;16;42.368055555;9.358611111
Terroles;15;42.985;2.338333333
Tivolaggio;15;41.63008;8.87968
Tarrano;15;42.35;9.401666666
La Fajolle;12;42.770555555;1.964722222
Érone;12;42.372222222;9.270555555
Caunette-sur-Lauquet;10;43.030555555;2.415555555
Brustico;10;42.35853;9.36819
Vérignon;9;43.653333333;6.273333333
Fontanès-de-Sault;5;42.768333333;2.081666666
