itemLabel;population;latitude;longitude
Q60497828;;19.59;100.375833333
Q60533723;;13.85;100.413055555
Q60614768;;12.3375;102.530277777
Q60658000;;16.099064;101.02054
Q60658734;;16.255833333;101.073055555
Q60658802;;16.420833333;101.155
Q60659059;;15.946666666;101.093055555
Q60661528;;13.913611111;100.483333333
Q60764260;;16.540055555;102.832527777
Q61050012;;17.723333333;102.916944444
Q61117974;;14.353333333;100.581944444
Q61315010;;13.914045;100.494794
Q61628971;;13.951944444;99.65
Q61639055;;13.794722222;100.193055555
Q61639104;;15.268611111;103.985
Q61684876;;13.865277777;101.5425
Q61702611;;15.199444444;104.079166666
Q61703062;;14.797611111;105.232777777
Q61736486;;18.109722222;99.789166666
Q61897523;;18.538333333;99.038055555
Q62061738;;14.444562;100.122188
Q62128082;;8.57036;99.56797
Q63184496;;13.598055555;100.285
Q63381038;;7.374444444;99.675833333
Q63381448;;11.363055555;99.580277777
Q63385642;;15.809444444;102.033611111
Q63533717;;13.906388888;100.489722222
Q63617065;;20.064666666;99.351888888
Q63859239;;13.829444444;100.2225
Q63974191;;15.566111111;104.220277777
Q63975498;;13.690555555;100.635833333
Q64027454;;13.102777777;99.969444444
Q64138322;;15.202828;100.663922
Q64392271;;15.790718;102.92509
Q64398279;;8.59225;98.669194444
Q64438585;;13.775;100.434166666
Q64685226;;13.581388888;100.578333333
Q64732876;;13.716666666;100.468055555
Q64734088;;13.840277777;100.555833333
Q64755480;;13.532222222;101.018333333
Q64755601;;13.725277777;100.753055555
Q64869363;;19.812222222;99.131666666
Q64932433;;19.529166666;100.317222222
Q65008699;;15.673611111;101.111666666
Q65034851;;13.573611111;99.776944444
Q65034922;;13.718333333;99.771111111
Q65035035;;7.045;100.473888888
Q65035044;;7.020833333;100.494444444
Wat Phraya Suren;;13.873333333;100.685
Q65050480;;13.724471944;100.788778055
Q65104886;;13.85;100.4225
Q65119779;;7.040277777;100.451388888
Q65120797;;7.076111111;100.476111111
Q65121360;;7.072777777;100.449722222
Q111446633;;17.959728367;102.318695208
Q111446650;;14.371066452;100.555461169
Q111483813;;19.309444444;97.953055555
Q111506713;;13.8577;101.1189
Q111511675;;13.690555561;101.129444438
Q111511690;;14.527418769;100.49810765
Q111512398;;15.396907972;101.951630374
Q111540154;;7.891944444;98.395833333
Q111540233;;13.419444444;101.204444444
Q111540294;;14.6375;100.32
Q111540329;;13.771944444;99.849722222
Q111577713;;14.373258518;100.577154442
Q111583759;;13.533055555;101.040277777
Q111583766;;12.973888888;99.8825
Q111583859;;14.375555555;100.5275
Q111583883;;14.4925;100.389166666
Q111586331;;16.624722222;98.575
Q111586419;;16.060555555;103.645277777
Q111602287;;14.804872156;100.616563921
Q111602302;;14.745277777;99.451388888
Q111655281;;13.772222222;101.278055555
Q111660089;;13.695277777;101.153055555
Q111676992;;14.414166666;100.558333333
Q111697003;;16.682295649;104.752282372
Q111697155;;16.565555555;100.694444444
Q111697174;;16.707777777;100.578611111
Q111728617;;14.644444444;100.145
Q111728628;;13.106388888;99.951666666
Q111736028;;15.261111111;104.873888888
Q111736876;;14.495555555;102.983888888
Q111736907;;14.756944444;103.634444444
Q111739262;;18.815;99.003333333
Q111752925;;19.300555555;97.973888888
Q111752999;;19.414143042;97.954613134
Q111828102;;15.085;104.128611111
Q111905239;;14.347777777;100.560555555
Q111907564;;15.203333333;101.77
Q111915443;;13.806111111;100.530555555
Q111917309;;19.168414512;99.900008901
Q111952918;;16.044722222;104.676111111
Q111953097;;15.665;104.836666666
Q111987329;;11.202777777;99.498888888
Q111987343;;13.420277777;101.742777777
Q111987353;;12.913611111;101.532222222
Q112039827;;14.976666666;102.096111111
Q112041082;;14.114166666;99.401944444
Q112041123;;14.634166666;98.685555555
Q112041150;;14.29;100.135833333
Q112055274;;13.652222222;101.215833333
Q112055285;;13.671388888;101.223333333
Q112064601;;14.996388888;103.112777777
Q112064720;;14.786944444;100.352777777
Q112079387;;14.334166666;100.470555555
Q112098465;;12.483888888;102.066666666
Q112099075;;8.378333333;98.724722222
Q112116240;;14.434166666;100.382777777
Q112126248;;14.188055555;101.169166666
Q112126273;;14.480277777;100.896944444
Q112143699;;7.690555555;100.330555555
Q112144612;;9.431262766;100.005189892
Q112144695;;8.833276262;99.156098124
Q104621721;;7.2379;100.3253
Q104621759;;7.3437;100.3746
Q104621780;;7.2791;100.3363
Q104665202;;9.1835;98.4133
Q104665427;;8.8674;98.3359
Q104665567;;8.7034;98.2616
Q104665582;;8.2767;98.3118
Q104665593;;8.3924;98.4519
Q104665618;;8.6869;98.4059
Q104665653;;8.427;98.5674
Q104762928;;7.298333333;100.5
Q104790674;;13.388055555;99.939444444
Q104790674;;13.388229562;99.940068858
Q104792758;;6.809722222;101.485833333
Q104915797;;13.411666666;99.965277777
Q104971554;;14.154706681;101.186434204
Q105012095;;14.918888888;100.370555555
Q105094260;;13.441111111;100.043888888
Q105295348;;13.455;100.020833333
Q105628683;;18.800555555;97.903055555
Q105687064;;7.956883257;99.343472712
Q105702612;;13.766100251;100.333643334
Q105822700;;13.653611111;99.917777777
Q105846598;;19.359722222;98.443055555
Q105846753;;13.501388888;100.000277777
Q105846794;;19.36;98.438611111
Q105846832;;19.359166666;98.444166666
Q105859565;;18.475833333;98.371111111
Q105882131;;19.379444444;98.447777777
Q105882211;;19.379444444;98.447777777
Q105882251;;18.658888888;99.158888888
Q105886534;;18.668333333;99.135555555
Q105886721;;18.601111111;98.973333333
Q105945908;;18.696111111;98.916666666
Q105957953;;14.06033333;100.287694438
Q105958440;;13.914916666;100.479138888
Q105974954;;13.108888888;101.068888888
Q105975020;;12.851944444;102.054722222
Q106020299;;13.370555555;99.916944444
Q106020386;;5.772777777;101.078333333
Q106088256;;13.852444444;100.417611111
Q106088257;;13.849805555;100.434527777
Q106204814;;13.466388888;99.947222222
Q106396629;;13.400555555;100.034444444
Q106405221;;13.433333333;99.98
Q106417354;;17.607777777;101.636944444
Q106417429;;16.623223415;102.430484226
Q106436951;;12.484166666;102.166944444
Q106436988;;12.462222222;102.204444444
Q106463973;;12.605277777;102.118888888
Q106546089;;13.375833333;99.989166666
Q106580673;;13.422222222;99.94
Q106603176;;13.464444444;99.943333333
Q106603212;;7.570277777;100.305277777
Q106624349;;13.432222222;99.974722222
Q106630776;;13.491666666;99.944166666
Q106631069;;13.484722222;99.940833333
Q106631103;;13.470833333;99.94
Q106631282;;12.522222222;102.136944444
Q106633059;;12.942222222;100.9525
Q106653030;;13.428611111;99.976666666
Q106675856;;14.850833333;100.388611111
Q106676087;;14.924722222;100.27
Q106676195;;14.836666666;100.365277777
Q106690460;;13.469722222;99.972222222
Q106702634;;15.261666666;100.056944444
Q106729168;;13.421111111;99.955555555
Q106729182;;17.047777777;104.676388888
Q106737810;;13.460833333;99.935555555
Q106737816;;13.484444444;99.967222222
Q106737817;;13.471111111;99.987222222
Q106737823;;13.483055555;100.022777777
Q106737821;;13.47969932;99.996771209
Q106737825;;13.452222222;99.999444444
Q106737831;;13.419444444;99.996666666
Q106737828;;13.431944444;100.001666666
Q106737834;;13.407222222;100.002222222
Q106737839;;13.401944444;99.975833333
Q106737837;;13.391388888;99.985555555
Q106737842;;13.403055555;99.963055555
Q106737846;;13.390555555;99.950555555
Q106737844;;13.408888888;99.9575
Q112668074;;13.601111111;100.931666666
Q112668091;;13.602222222;100.931944444
Q112674314;;14.928888888;103.097222222
Q112674510;;14.393888888;100.480277777
Q112678163;;15.203611111;101.778611111
Q112678182;;15.146077777;101.490722222
Q112678183;;15.197355555;101.411236111
Q112678180;;15.120480555;101.504105555
Q112678181;;15.190902777;101.50625
Q112678184;;15.134336111;101.429886111
Q112678185;;15.226725;101.464277777
Q112685301;;9.745555555;98.419722222
Q112685358;;15.196761111;101.474744444
Q112686704;;18.799790686;98.979419245
Q112745323;;14.311111111;100.564166666
Q112745529;;14.358055555;100.550555555
Q112755314;;14.134722222;101.2925
Q112755549;;6.37538171;101.056857001
Q112764340;;18.945076721;99.070421496
Q112764388;;18.784608274;98.996837887
Q112764416;;18.773482005;98.993545395
Q112813611;;15.678333333;104.115
Q112814300;;13.680332125;102.502645204
Q112814698;;14.041666666;99.540555555
Q112918732;;13.496388888;100.996388888
Q112918742;;14.135833333;99.645833333
Q112918852;;14.153055555;99.620277777
Q112918912;;14.645555555;101.354166666
Q112973171;;14.974166666;102.111388888
Q112973437;;8.094444444;100.102777777
Q113037620;;13.785358333;100.511786111
Q113085599;;14.474444444;100.114444444
Q113085658;;13.754722222;101.238055555
Q113085941;;14.555555555;100.742222222
Q113086207;;14.390833333;100.399166666
Q113145932;;14.418611111;100.48
Q113145967;;13.826111111;101.156111111
Q113146386;;13.921111111;101.028333333
Q113146698;;13.9;101.076111111
Q113161238;;16.686666666;104.750277777
Q113161300;;13.3725;100.988888888
Q113201732;;8.393570498;99.95588192
Q113276570;;15.259462134;101.112108482
Q113289765;;13.587777777;101.096111111
Q113289924;;18.088611111;98.201666666
Q113301056;;14.158611111;100.4575
Q113335891;;13.392752379;100.988416124
Q113399805;;19.366111111;99.506666666
Q113399999;;13.103611111;99.949722222
Q113400434;;13.752777777;100.937222222
Q113435436;;6.745277777;100.696388888
Q113435513;;14.901666666;100.503333333
Q113451647;;17.080555555;99.039444444
Q113451749;;8.799444444;98.510833333
Q113469431;;18.808090688;98.981953188
Q113469564;;18.804166666;99.004722222
Q113469588;;12.541666666;101.950833333
Q113469662;;12.630555555;101.950555555
Q113469713;;13.586666666;101.253611111
Q113481565;;6.794444444;100.021666666
Q113481962;;7.188333333;100.403333333
Q113481978;;17.264722222;103.451111111
Q113486096;;13.070555555;99.886388888
Q113495066;;13.713611111;101.166944444
Q113495079;;13.727777777;101.1875
Q113495107;;14.475277777;100.614444444
Q113502319;;13.636944444;99.820277777
Q113519472;;14.201666666;101.205833333
Q113559906;;8.858333333;98.275
Q113564587;;12.24;102.516111111
Q113564621;;13.576111111;99.784166666
Q113564666;;15.260555555;100.040555555
Q113564724;;14.962222222;100.206111111
Q113564783;;14.274166666;100.753888888
Q113585921;;16.977222222;99.969722222
Q113585943;;18.290555555;99.504722222
Q113585958;;19.207777777;99.500555555
Q113587924;;14.702637073;100.44546654
Q113610219;;13.630277777;101.092222222
Q113610443;;16.373055555;99.566944444
Q113638802;;14.977777777;102.095833333
Q113638808;;15.191666666;101.758055555
Q113645303;;7.194444444;100.575277777
Q113645323;;7.221388888;100.526666666
Q113648553;;7.009416519;100.4643085
Q113650711;;16.476666669;99.529722219
Q113650870;;7.336388888;100.435833333
Q113653716;;14.258333333;101.066111111
Q113658291;;13.813109645;101.473932282
Q113658976;;14.419718922;100.546094351
Q113680917;;15.113878284;101.505130495
Q113680927;;14.977133053;102.089052981
Q113687489;;14.970780677;102.061807482
Q113687546;;14.979737874;102.095502858
Q113687559;;14.973353738;102.087413454
Q113687566;;14.974257563;102.09029415
Q113712322;;8.05484218;99.027121597
Q113712676;;13.503882457;100.988172069
Q113756214;;19.391229812;100.891439455
Q106737850;;13.365277777;99.958611111
Q106737855;;13.323611111;99.951388888
Q106737853;;13.361813053;99.945238789
Q106737863;;13.360556952;99.895434477
Q106737860;;13.273888888;99.886111111
Q106737861;;13.341666666;99.890277777
Q106737866;;13.380277777;99.894444444
Q106737870;;13.397222222;99.923333333
Q106737869;;13.386944444;99.924722222
Q106737873;;13.4075;99.934722222
Q106737879;;13.396111111;99.915555555
Q106737876;;13.413611111;99.946111111
Q106737882;;13.398611111;99.904166666
Q106737885;;13.416111111;99.900555555
Q106737891;;13.443611111;99.943055555
Q106737888;;13.453888888;99.910833333
Q106737889;;13.433333333;99.9475
Q106737894;;13.458888888;99.941944444
Q106746596;;8.373611111;99.542777777
Q106766787;;15.996944444;99.858055555
Q106775460;;14.359401974;100.548532818
Q106844745;;14.398248058;100.560841842
Q106861489;;14.358055555;100.589444444
Q106904621;;14.65;100.353888888
Q106904668;;14.354722222;100.780833333
Q106920293;;14.584166666;100.484444444
Q106920304;;14.619166666;100.355
Q106937753;;14.327761318;100.450363105
Q106938034;;14.066111111;101.380833333
Q106939574;;14.368414071;100.589721647
Q106939787;;14.442777777;100.602222222
Q106976660;;12.607222222;102.038611111
Q106976910;;12.59918071;102.023711716
Q106990035;;14.47;100.1125
Q106990123;;14.487222222;100.118055555
Q106990189;;14.48;100.1125
Q107102297;;14.535;100.126666666
Q107103560;;14.460835524;100.121810199
Q107103589;;14.783333333;100.086944444
Q107103743;;14.498888888;100.12
Q107103880;;14.506944444;100.118333333
Q107104004;;14.498055555;100.123888888
Q107117592;;14.603055555;100.098333333
Q107117645;;14.516944444;100.115555555
Q107117670;;14.49;100.13
Q107117715;;14.372222222;99.965555555
Q107136112;;14.455833333;100.124166666
Q107139551;;14.384166666;99.873611111
Q107139714;;14.46968355;100.116912791
Q107185147;;19.181944444;99.905
Q107208888;;14.289166666;100.609444444
Q107285498;;14.152222222;101.119722222
Q107285528;;14.343055555;99.996944444
Q107313393;;6.793888888;101.525833333
Q107315409;;18.484444444;98.908055555
Q107315412;;19.187222222;100.836666666
Q107335419;;14.260555555;101.231944444
Q107378808;;18.747913888;98.956622222
Q107391360;;6.373055555;101.788333333
Q107406651;;17.48433408;104.097321151
Q107441434;;8.83;98.361944444
Q107463465;;8.474039315;98.529488611
Q107487609;;8.4425;98.5175
Q107487620;;14.56;100.76
Q107487640;;14.561388888;100.717222222
Q107487650;;14.2675;101.068333333
Q107487676;;18.579355114;99.011106893
Q107487699;;8.840555555;98.362777777
Q107492517;;18.620277777;99.004722222
Q107492589;;14.589722222;100.053611111
Q107549092;;14.344585964;100.575137292
Q107549116;;14.367936309;100.571358645
Q107561173;;17.782222222;98.958611111
Q107615285;;13.542910286;99.816511452
Q107625703;;16.425277777;102.885833333
Q107647260;;14.489722222;100.121944444
Q107647282;;14.486666666;100.014166666
Q107681059;;14.360277777;100.629444444
Q107681712;;14.377361681;100.558096905
Q113813864;;16.497914223;102.367743568
Q113827005;;18.547929418;98.352989755
Q113827721;;19.363461396;98.95889971
Q113903739;;13.644393011;101.762790296
Q113903768;;13.703864005;101.407005054
Q113904754;;13.67949631;101.600716478
Q113914719;;14.004186429;101.761373296
Q113946187;;14.144500627;99.750298206
Q113947398;;18.03444363;97.929549597
Q113954619;;14.432065576;100.132406924
Q113954698;;14.86941715;99.987253255
Q113955089;;13.606613483;101.129027414
Q113961048;;13.38868061;101.033009183
Q113961370;;12.848429685;101.30281237
Q113988878;;15.002563989;100.392127981
Q113988898;;14.995377543;100.422757762
Q113988925;;14.8339267;100.625110381
Q113992880;;14.347026234;100.573653062
Q113993474;;14.466316206;100.371599982
Q114059859;;18.30323687;99.514499123
Q114079479;;6.72012128;101.62730261
Q114079580;;6.702788958;101.615453054
Q114086705;;18.521163122;98.940018555
Q114114497;;14.341659509;100.543095768
Q114115036;;14.205500312;100.507932721
Q114119461;;7.553135629;100.415072874
Q114167420;;14.983422594;102.093360261
Q114167520;;14.971866151;102.093911858
Q114167578;;14.96307895;102.106175859
Q114229506;;18.144326487;100.179606382
Q114229980;;14.331123938;100.548826614
Q114231603;;13.734986251;101.081654767
Q114232256;;12.257580966;102.557473167
Q114242670;;14.289859699;100.567521845
Q114242697;;8.423520278;98.424948647
Q114242902;;8.398526297;98.329262854
Q114243479;;14.800841451;100.614242555
Q114257228;;7.181994299;100.621731483
Q114346449;;14.973228012;102.061345354
Q114346471;;14.977031792;102.076790354
Q114347312;;14.975163544;102.053502704
Q114347328;;14.984931925;102.085322705
Q114347362;;14.977719477;102.067624204
Q114361436;;14.942661674;102.036650167
Q114361463;;14.963019579;102.094514991
Q114361875;;13.829565152;101.131586275
Q114363729;;13.717311534;101.426315823
Q114395947;;14.388764928;100.435617177
Q114404913;;15.283517579;104.661905781
Q114413992;;12.791445539;100.928824732
Q114421580;;6.631347879;101.279285626
Q114432888;;18.075664615;99.829437685
Q114435396;;14.68160205;100.461156964
Q114437075;;14.44198207;100.463637856
Q114450261;;14.782701129;100.402085626
Q114451781;;11.860816443;99.821950715
Q114551310;;14.144511781;100.555685497
Q114567532;;15.014320043;100.326021656
Q114567598;;14.851354281;100.382786803
Q114605539;;14.997677348;100.729486797
Q114606027;;18.248228124;98.594770326
Q114608643;;17.214083651;102.1683344
Q114614230;;12.69763414;101.700489834
Q114637153;;14.967426037;102.05143828
Q114637311;;15.191179587;101.761559688
Q114637366;;15.203675251;101.807981057
Q114637413;;14.969125142;102.058311921
Q114656069;;18.75199345;98.986038855
Q114656590;;14.124413084;99.703483524
Q114679464;;14.367341218;99.895226959
Q114679711;;9.374682241;99.209740731
Q114713423;;14.972973;102.070435614
Q114713437;;14.97193965;102.067229451
Q114713455;;14.980567186;102.105667962
Q114713869;;6.67468404;101.146817468
Q114732302;;13.801508881;101.385372126
Q114733151;;13.746180318;101.336005868
Q114733265;;13.746962505;101.347668205
Q114733416;;13.739553527;101.346023983
Q114772408;;14.169768;101.257233
Q114772431;;14.163521;101.263582
Q114772565;;14.437791;99.997027
Q114785319;;14.578333333;100.108611111
Q114785345;;14.061388888;99.444444444
Q114795633;;13.700277777;99.850277777
Q114795788;;13.53;99.794722222
Q114835099;;12.201111111;102.478333333
Q114835670;;19.880833333;99.794722222
Q114835993;;15.198984729;101.47068805
Q114856263;;15.868341708;104.627245511
Q114862241;;14.434437288;100.464776599
Q114862421;;13.309721766;101.025390956
Q114886673;;18.019154098;103.077366625
Q114924413;;13.530161374;101.495171581
Q114924759;;13.52044415;101.467509878
Q114929412;;12.727346691;101.294448454
Q114968681;;16.783708609;101.244320824
Q114968937;;16.423497648;101.164221654
Q114998217;;12.710854845;101.7799576
Q115029737;;14.337089435;100.547539274
Q107688096;;18.3093;99.4543
Q107702537;;9.09253932;99.603705232
Q107710290;;14.468055555;100.611666666
Q107731479;;17.254444444;103.502777777
Q107731777;;17.725833333;98.954444444
Q107735691;;7.844547575;98.310566962
Q107751476;;13.106388888;99.946111111
Q107751495;;13.108611111;99.941666666
Q107804397;;13.069166666;99.901111111
Q107804766;;14.300277777;101.144166666
Q107822209;;14.278404241;101.032711118
Q107825828;;14.302984623;101.15417425
Q107862831;;14.346388888;100.570833333
Q107862923;;14.375277777;100.581388888
Q107863985;;13.75908655;100.905354231
Q107920766;;14.295555555;100.565833333
Q107920794;;14.264722222;101.070555555
Q107920811;;14.653055555;100.652777777
Q107921131;;14.181944444;101.068611111
Q107921167;;14.212222222;101.071666666
Q107970096;;7.259444444;100.331666666
Q107970128;;14.578611111;100.681111111
Q108011769;;18.79;100.786388888
Q108011811;;7.348611111;100.275277777
Q108039696;;14.764166666;100.050833333
Q108039723;;14.758611111;100.0425
Q108039794;;14.478055555;100.121944444
Q108039823;;13.103888888;99.942777777
Q108039921;;14.471044018;100.11667808
Q108040162;;14.472777777;99.863888888
Q108040355;;14.747777777;100.053611111
Q108044777;;12.856666666;100.908611111
Q108048899;;13.11;99.938611111
Q108099954;;18.780272307;98.99149701
Q108106585;;6.736666666;101.544444444
Q108131750;;14.5925;100.459722222
Q108131774;;13.370425216;100.989864796
Q108134020;;7.57;100.049722222
Q108134072;;7.572777777;100.019722222
Q108138299;;18.37451154;97.938117904
Q108147420;;19.016541016;98.762191936
Q108168131;;14.222222222;100.597777777
Q108262070;;15.456388888;99.890555555
Q108266425;;15.070833333;100.725833333
Q108266562;;13.503428343;100.98931564
Q108266616;;14.199444444;100.5125
Q108266645;;14.2;100.560555555
Q108270016;;17.200277777;99.865277777
Q108281626;;8.554722222;98.641388888
Q108293684;;8.01644497;98.322627915
Q108295992;;7.894722222;98.382222222
Q108319260;;13.124444444;99.994444444
Q108319325;;14.978611111;102.099166666
Q108337446;;15.226944444;104.866388888
Q108337637;;18.579166666;99.003333333
Q108337692;;14.254722222;101.065555555
Q108367073;;15.317222222;105.501944444
Q108367125;;5.821800837;101.706251494
Q108368596;;13.831091861;100.494111574
Q108378349;;14.555833333;100.301388888
Q108378831;;6.555961142;101.290937917
Q108394847;;12.048333333;102.298055555
Q108394883;;16.151111111;99.581388888
Q108395021;;12.004166666;102.371388888
Q108408963;;18.628333333;99.013333333
Q108409018;;18.130833333;99.530833333
Q108409064;;5.809444444;101.15
Q108419211;;18.475833333;98.914166666
Q108419271;;6.944444444;99.918888888
Q108419322;;14.611111111;105.084722222
Q108419358;;12.569722222;101.465555555
Q108419401;;14.228611111;99.029722222
Q108419421;;12.287222222;102.470555555
Q108427634;;11.7075;102.572222222
Q108427710;;18.630555555;99.103888888
Q108428066;;12.613611111;102.113333333
Q108442731;;11.654786859;102.907488705
Q108442856;;18.809166666;97.848055555
Q108442870;;12.591388888;99.728611111
Q108442900;;14.349722222;100.581944444
Q108442949;;12.697777777;101.335555555
Q108442983;;13.587222222;102.561666666
Q108442993;;13.491111111;102.03
Q108443059;;13.658333333;102.545833333
Q108443304;;11.598888888;102.569166666
Q108443336;;11.807222222;102.485
Q115030181;;13.694405403;102.517034253
Q115088564;;17.876169;102.716802
Q115088715;;17.972059375;102.865868169
Q115113163;;14.563697835;100.77148017
Q115113260;;14.629080253;100.713550126
Q115123470;;10.623622453;99.113440326
Q115153445;;12.508311328;102.132048606
Q115168253;;19.353206343;99.808493619
Q115168586;;13.676052928;101.049079184
Q115235093;;6.673595599;101.104426324
Q115252665;;13.243829909;99.917029823
Q115253250;;14.131222014;100.524557727
Q115253249;;14.130397114;100.524790641
Q115267475;;18.037905817;99.784903068
Q115267907;;13.540654856;99.829662838
Q115320153;;16.493145774;99.522882712
Q115334893;;17.348997416;99.980024046
Q115335938;;17.161110991;104.148696561
Q115347876;;16.41607766;101.16340994
Q115348889;;18.823553405;97.937168322
Q115477661;;16.05666916;103.649223939
Q115477888;;13.790199681;101.156952465
Q115482257;;16.524471617;100.269987514
Q115482354;;14.408211831;100.549977132
Q115483763;;13.756866605;99.90683388
Q115484001;;13.690293648;99.837911841
Q115491600;;12.746157805;101.639952268
Q115494894;;16.41961371;102.835209325
Q115516734;;18.797913678;99.003589945
Q115522605;;14.808895573;100.440058409
Q115537372;;17.013370502;99.079364061
Q115553727;;15.823057963;102.025932582
Q115615836;;15.95167449;99.880288815
Q115617920;;14.51468957;100.120025339
Q115623256;;13.897612517;99.785775393
Q115625260;;13.659132685;101.162354718
Q115625946;;6.867078106;101.253567955
Q115645064;;19.312460378;98.447234717
Q115647959;;18.186052335;97.919800512
Q115666278;;14.347369859;100.54148637
Q115666478;;14.435638277;100.563565397
Q115686181;;12.660766938;101.463055203
Q115692710;;14.548002188;100.847763226
Q115696417;;13.827538736;101.415818681
Q115697052;;13.477012832;100.912787133
Q115704853;;16.03;100.38
Q115705626;;16.011111111;100.371111111
Q115736270;;6.854665416;101.490023926
Q115736415;;6.789284039;101.48759436
Q115736555;;13.72945384;101.319785427
Q115737573;;13.74303543;101.245258755
Q115738611;;13.729419961;101.258585597
Q115752800;;8.278891726;98.306675372
Q115753439;;6.546550002;101.300856483
Q115763567;;14.498620381;100.664002556
Q115763697;;14.599535605;100.560913076
Q115764545;;17.103391302;100.839282397
Q115766753;;18.34;100.73
Q115772396;;16.616328676;104.005762353
Q115772627;;15.73651864;103.834916039
Q115783602;;18.693565477;98.951887483
Q115791967;;12.290448508;102.312880126
Q115819255;;18.789801549;98.994504637
Q115857265;;14.595681515;100.354398497
Q115857389;;13.46;101.17
Q115857440;;17.1;100.85
Q115866836;;18.775148157;98.986373846
Q115959690;;17.8;102.67
Q115959834;;15.945237583;102.324041639
Q115959979;;13.749521893;101.303160912
Q115960049;;13.763258294;101.272506489
Q116009745;;14.61;100.15
Q116011581;;18.3;99.51
Q116042076;;14.24;101.07
Q116058788;;17.274803332;101.14879191
Q116059239;;18.501761583;98.941833884
Q116103340;;19.144837876;100.391259597
Q116115369;;14.34;100.56
Q116147400;;13.14;99.86
Q116177938;;13.767725313;101.256131904
Q116178031;;14.368656161;100.576682982
Q116187814;;14.0;102.82
Q116192771;;20.031706021;99.295667539
Q116192888;;20.094659141;99.280158896
Q116193059;;19.713939737;98.625195968
Q116213728;;14.538304239;100.54859013
Q116213847;;14.326356249;100.440177645
Q116215897;;14.985986753;100.233457059
Q116229431;;17.72;102.36
Q116244142;;18.776008234;100.76561878
Q116264841;;15.033350703;100.321126841
Q116264942;;14.999408826;103.200485203
Q116369960;;14.05;99.68
Q116370276;;12.922550162;100.787486372
Q116406309;;14.334442188;99.513444326
Q116441137;;15.85;104.48
Q116441493;;17.500504035;101.733447648
Q116449056;;16.33;104.92
Q116449230;;20.169932666;99.622442927
Q116459747;;17.752091073;104.388836051
Q108460058;;7.779722222;98.326111111
Q108461565;;7.822222222;98.306111111
Q108462128;;7.835;98.346944444
Q108463043;;20.295833333;100.223888888
Q108471438;;13.235277777;99.842222222
Q108471462;;6.146666666;101.910555555
Q108472240;;6.016485202;101.962206817
Q108475721;;7.902777777;98.311388888
Q108475766;;7.918055555;98.342222222
Q108475797;;7.898333333;98.354166666
Q108475820;;7.909166666;98.366666666
Q108486001;;19.796666666;99.902777777
Q108486107;;19.949525635;99.806352688
Q108486194;;6.441111111;101.820277777
Q108486223;;14.3725;99.872777777
Q108486263;;20.303055555;99.972222222
Q108506708;;14.445833333;99.832222222
Q108506803;;18.1602386;97.942570506
Q108506891;;14.347222222;100.583055555
Q108506972;;19.469722222;99.485277777
Q108509824;;20.307777777;100.210555555
Q108514512;;19.606666666;99.759444444
Q108514594;;19.685;99.861388888
Q108514892;;14.589444444;103.698333333
Q108515074;;16.950083525;99.650810229
Q108527358;;13.665833333;101.196666666
Q108527378;;18.515277777;98.893888888
Q108527418;;18.186666666;99.414166666
Q108532917;;18.740833333;97.930833333
Q108533230;;6.427501492;101.82078927
Q108542947;;20.271385257;100.087631038
Q108543074;;14.880555555;100.081944444
Q108543097;;14.161388888;100.513055555
Q108550882;;18.79611142;98.992105091
Q108555103;;8.014722222;98.400277777
Q108555119;;8.032303104;98.328766561
Q108555184;;8.034444444;98.338611111
Q108555316;;7.973333333;98.340277777
Q108555361;;7.974166666;98.3675
Q108555421;;7.937222222;98.396666666
Q108555460;;7.860277777;98.369444444
Q108558958;;12.601666666;100.958333333
Q108559555;;12.951666666;100.908055555
Q108559617;;14.416111111;101.132222222
Q108570773;;13.961388888;99.745
Q108571733;;14.082222222;101.252222222
Q108571810;;14.084444444;101.32
Q108604033;;12.969166666;100.909722222
Q108604188;;15.053888888;100.158333333
Q108604368;;14.813611111;100.442222222
Q108604414;;14.880555555;100.411111111
Q108607877;;15.049444444;100.162222222
Q108607927;;15.178611111;100.220277777
Q108608322;;14.039722222;99.625277777
Q108612032;;19.394166666;98.929444444
Q108636674;;6.003333333;101.956666666
Q108636779;;6.756111111;101.089444444
Q108636886;;14.485116782;105.002723615
Q108637133;;15.295555555;105.2125
Q108637301;;13.562222222;99.8175
Q108637399;;13.859722222;99.371666666
Q108639004;;15.137222222;100.248055555
Q108654814;;8.474166666;98.529166666
Q108661679;;7.645833333;100.086944444
Q108662247;;16.866031579;99.125765164
Q108662309;;14.260833333;101.001666666
Q108662372;;13.798055555;101.209722222
Q108667020;;14.651388888;98.670833333
Q108675780;;18.160328222;97.931402827
Q108689583;;12.243888888;102.506944444
Q108704657;;19.701830886;99.921749152
Q108706976;;14.293611111;100.468611111
Q108707135;;14.846489688;99.985530115
Q108731163;;16.912777777;99.091944444
Q108731183;;18.513333333;98.350555555
Q108732268;;14.359444444;100.628333333
Q108740208;;18.681666666;98.920277777
Q108740499;;6.833888888;101.498888888
Q108749982;;7.003304421;100.453809798
Q108750055;;14.457222222;100.118888888
Q108750153;;9.411666666;99.968055555
Q108762606;;14.3625;100.561666666
Q108764195;;13.149444444;100.053888888
Q108764230;;13.120555555;100.035
Q108775521;;14.109166666;101.230277777
Q108775565;;18.738611111;99.011944444
Q108784140;;14.074444444;99.656666666
