itemLabel;population;latitude;longitude
Q16325319;1407;10.704344318;99.320496217
Q42310111;1396;13.4522;99.8852
Q110517624;1388;12.3541;102.4353
Q13025185;1370;18.565783307;100.73596464
Q16325319;1370;10.704344318;99.320496217
Q13025185;1359;18.565783307;100.73596464
Q28731220;1186;7.530277777;99.094194444
Q104590988;827;8.1187;98.5905
Q63966671;736;14.516465;100.859403
Q112055650;721;17.9938;100.8771
Q63966671;719;14.516465;100.859403
Q106808991;592;15.3615;99.9379
Wat Pathum Wanaram;;13.74592;100.53666
Wat Chai Watthanaram;;14.343055555;100.541944444
Wat Saket;;13.75383;100.50679
temple des tigres;;14.115833333;99.231388888
Wat Benchama Bophit;;13.766111111;100.514169444
Wat Suthat;;13.75105;100.50107
Q2242870;;13.743661111;100.509680555
Q2484362;;17.16466667;104.15319444
Walking Street;;12.9255;100.871
Q2552237;;14.589722222;100.456111111
Q2552251;;13.847902777;100.484313888
Q2552253;;17.018611111;99.703972222
Q2552258;;16.504713888;99.506216666
Q2552259;;14.717983333;100.436830555
Wat Aranyik;;16.82638889;100.27805556
Q2552262;;13.7422;100.504158333
Q2552264;;14.086666666;100.524722222
Q2552271;;13.746502777;100.479433333
Q2552274;;6.262;102.050003055
Q2552275;;16.82444444;100.26861111
Q2552273;;16.788111111;100.217097222
Q2552279;;12.67888889;101.28277778
Q2552287;;6.52725;101.22335
Wat Chet Yot;;18.809083333;98.97165
Q2552298;;14.481666666;100.448333333
Q2552296;;17.016883;99.703698
Q2552305;;14.474586111;100.094108333
Q2552310;;13.912652777;100.489691666
Wat Na Phra Men;;14.3625;100.55888889
monastère Nānājāti;;15.16527778;104.77625
Q2552319;;15.15905556;104.82794444
Q2552319;;15.159166666;104.828055555
Q2552325;;16.48805556;99.5175
Q2552338;;13.733151;100.496806
Q2552340;;16.499;99.514858333
Q2552341;;15.676944444;104.854166666
Q2552345;;14.34416667;100.57888889
Q2552349;;14.35416667;100.56166667
Q2552354;;8.411388888;99.966666666
Q2552352;;16.487252777;99.520319444
Q2552358;;13.874236111;100.593375
Q2552367;;13.839166666;100.451666666
Q2552369;;18.576138888;99.019883333
Q2552374;;18.577430555;99.008188888
Q2552379;;14.35861111;100.56722222
Q2552382;;13.749567;100.49551606
Q2552394;;13.662011111;100.535641666
Q2552392;;13.76064468;100.51051497
Q2552399;;13.99995;99.50345
Q2552401;;14.348680555;100.578483333
Wat Suan Dok;;18.788219444;98.967697222
Q2552410;;13.75333333;100.50444444
Q2552414;;14.34527778;100.5925
Q2552417;;12.788888888;100.958055555
Q2552433;;13.738083333;100.513975
Q2681283;;18.420138888;98.67875
Q3090866;;18.910880555;98.941311111
Wat Dhammachaksemaram;;14.916786;101.794103
Wat Kamphaeng Laeng;;13.105555555;99.956111111
Q4026688;;20.442836;99.877997
Q4105234;;15.132989;98.444952
Q4837157;;14.34069;100.57721
Q4837157;;14.34;100.58
Q4853579;;16.566666666;100.3
Q4853597;;16.617222222;100.348888888
Q4853606;;16.608333333;100.375
Q4853635;;16.636944444;100.405555555
Q4853707;;16.596388888;100.350555555
Q4854968;;14.9;100.31666667
Wat Kalayanamitr;;13.739885;100.491359
Q179974;;13.742334;100.499139
Q288594;;13.776111111;100.320833333
Khao Lak;;8.629911111;98.244313888
Wat Chalong;;7.84666667;98.33666667
Q475254;;19.91583333;99.82305556
Wat Rong Khun;;19.82424;99.76329
Wat Phra That Lampang Luang;;18.217219444;99.388888888
Wat Phumin;;18.774669444;100.771591666
Q644043;;14.33944444;100.55972222
Wat Doi Mae Pang;;19.212434;99.187123
Wat Hua Lamphong;;13.73193;100.52912
Wat Mahathat;;14.356944444;100.5675
Q663107;;14.35555556;100.5525
Wat Arun;;13.743688888;100.488919444
Wat Phra Si Sanphet;;14.35583333;100.55833333
Ban Non Wat;;15.27441509;102.2688961
Bang Saen;;13.26666667;100.93333333
Wat Phra Kaeo;;19.9118;99.8279
Vat Lokmoli;;18.796238888;98.982638888
Q972332;;9.67444444;100.06611111
Khao I Dang;;13.8939;102.668
Q5970628;;17.128888888;98.380555555
Q6424164;;8.335299673;98.503466207
Q6630298;;13.744166666;100.51
Q6630373;;14.06916667;100.6475
Q6630393;;18.758245;100.79169
Q6630396;;17.143916666;104.16415
Q6630403;;9.384603055;99.184198888
Q6630425;;19.9109;99.8314
Q6630439;;14.967267;102.074325
Q6630499;;13.49368;101.15567
Wat Chedi Liam;;18.753999;98.995665
Wat Sothonwararam;;13.673729;101.067309
Q6630582;;13.363635;100.987658
Q6648577;;13.75;100.57694444
Q6710654;;8.124;98.92518
Nong Chan;;13.831944444;102.733333333
Sa Kaeo;;13.836634;102.047074
Q7506714;;13.74555556;100.53416667
Wat Bang Nom Kho;;14.32233;100.42524
Wat Bang Phra;;13.89759;100.21259
Q7972936;;15.302671;99.754191
Q7972937;;14.3632;100.59005
Q7972943;;16.82238;100.26207
Q7972947;;14.61835;104.41876
Q7972959;;17.876944444;102.575277777
Q7972962;;15.03238;99.45597
Q7972963;;13.27213;100.94062
Q7972964;;15.895208055;104.729323888
Q7972965;;14.714166666;100.791666666
monastère Mokkhabalārāma;;9.360275;99.169794444
Q10298484;;13.701111111;100.540277777
Q10834362;;14.838055555;100.6825
Q10834360;;13.68798;100.61558
Q10834364;;14.356944444;100.553055555
Q10921868;;13.724166944;100.508333055
Q10921869;;13.722008;100.515515
Q11325160;;15.85;98.666666666
Q13014945;;13.759688888;100.512130555
Q13014949;;13.716488888;100.473861111
Q13015601;;17.655207;100.211511
Q13017426;;18.769583333;100.750583333
Q13020627;;16.933055555;99.956111111
Q13020631;;15.05063;100.56643
Q13020628;;14.3517;100.5447
Q13020629;;16.43517;103.50252
Q13020635;;13.74231;100.50815
Q13020633;;18.807319;98.945584
Q13020638;;15.403055555;105.260833333
Q13020639;;17.044722222;99.871944444
Q13020636;;17.011666666;99.7825
Q13020637;;19.345277777;100.1125
Q13020642;;19.329904;100.116601
Q13020643;;14.572194444;100.530722222
Q13020640;;13.77228;100.49584
Q13020641;;17.046388888;99.891666666
Q13020646;;17.176666666;99.865
Q13020647;;17.613951944;100.097223055
Q13020644;;11.750833333;99.789444444
Q13020645;;17.203639;99.681644
Q13020650;;18.667997;99.925243
Q13020651;;17.010555555;99.815555555
Q13020648;;8.935503;99.246201
Q13020649;;17.03707;99.8849
Q13020654;;13.7226;100.48113
Q13020655;;13.763888888;100.636388888
Q13020652;;13.70017;101.09123
Q13020653;;19.074444444;98.305277777
Q13020659;;13.901066;100.508165
Q13020656;;13.732275;100.461883
Q13020657;;6.610818;100.064334
Q13020662;;17.406666666;100.045277777
Q13020663;;14.236928;100.58122
Wat Phra Kaew;;13.751388888;100.492777777
Wat Pho;;13.746388888;100.493611111
Q1111480;;13.717333333;100.513555555
Q1145686;;13.931453;100.506865
Wat Buppharam;;18.78795;98.998208333
Khaosan;;13.758888888;100.497222222
Q1263413;;13.814175;100.092658333
Q1284028;;16.884811111;99.120486111
Q1295011;;12.785080555;101.647397222
Q1364089;;16.821722222;100.261161111
Q1369391;;18.78366667;98.95338889
Q1395072;;13.752683333;100.485441666
Q1403433;;14.593644444;100.380363888
Q1410108;;14.450833333;100.462222222
Q1416391;;13.76305556;100.47722222
monastère Kesarasīlaguṇa;;17.295833333;102.775277777
Q13020660;;13.744722222;100.505833333
Q13020661;;16.032712;100.382042
Q13020666;;15.167222222;100.415833333
Q13020665;;17.714166666;100.109444444
Q13020670;;13.769767;100.309021
Q13020671;;17.168055555;99.77
Q13020668;;14.699166666;100.843611111
Q13020674;;17.017576;99.70917
Q13020675;;13.768333333;100.491388888
Q13020672;;17.653646;100.121924
Q13020678;;7.561111;99.599722
Q13020679;;16.590833333;100.441944444
Q13020677;;16.528611111;102.036944444
Q13020683;;13.871115;101.405561
Q13020681;;18.775012694;98.948659194
Q13020686;;7.96644;99.744558
Q13020687;;7.785659;99.51458
Q13020684;;14.38906;100.53649
Q13020685;;14.914444444;100.495833333
Q13020690;;13.8442;99.86512
Q13020691;;14.35804;100.54342
Q13020689;;18.889967;99.002383
Q13020694;;19.001666666;100.281111111
Q13020695;;17.62;100.098611111
Q13020693;;16.440026;100.352312
Q13020696;;13.7325;100.507777777
Q13020697;;14.950555555;100.479444444
Q13020702;;13.769444444;100.5025
Q13020703;;19.528333333;100.302777777
Q13020700;;15.248611111;100.084166666
Q13020701;;14.801206;100.61534
Q13020706;;14.2310913;100.5759984
Q13020707;;8.773888888;98.442777777
Q13020705;;13.703333333;100.466388888
Q13020710;;14.38268;100.56757
Q13020711;;13.6;100.405277777
Q13020708;;15.986944444;105.111666666
Q13020709;;14.764166666;100.602777777
Wat Bang Kung;;13.446111111;99.941111111
Q13020715;;13.742166666;100.50775
Q13020713;;14.917702;100.492405
Q13020718;;17.041944444;99.883888888
Q13020719;;13.30887;101.11491
Q13020716;;14.141111111;100.114722222
Q13020722;;15.046111111;100.538611111
Q13020723;;13.9325;100.725
Q13020720;;13.755444444;100.495972222
Q13020721;;17.014032;99.762286
Q13020726;;14.129567;100.723617
Q13020724;;14.363842;100.586543
Q13020725;;13.691388888;100.141111111
Q13020730;;13.803055555;100.335833333
Q13020728;;13.263888888;99.941666666
Q13020729;;17.629986944;100.122536944
Q13020732;;14.807777777;100.614444444
Q13020733;;16.735;103.671111111
Q13020738;;17.658941;100.158114
Q13020739;;16.395;100.598333333
Q13020736;;14.24498;101.31918
Q13020737;;17.151388888;104.138055555
Q13020742;;14.847095;100.908186
Q13020743;;17.026889;99.885048
Q13020741;;14.99;100.62
Q13020747;;18.79873;98.94668
Q13020744;;19.184032;99.888458
Q13020750;;14.356166666;100.60175
Q13020749;;20.28615;100.07422
Q13020754;;19.30013;97.96013
Q13020755;;13.774126;99.308437
Q13020753;;18.759722;98.918056
Q13020758;;18.8454;98.9777
Q13020759;;19.498333333;100.324444444
Q13020756;;17.975431;100.015295
Q13020757;;17.60046;100.05542
Q13020762;;18.143804;100.140671
Q13020763;;16.47967;99.51032
Q13020760;;17.951472222;98.605583333
Q13020761;;19.686111111;100.194166666
Q13020766;;13.118888888;100.947222222
Q13020767;;17.02913;99.699402
Q13020765;;14.976098;102.10829
Q13020770;;20.32443;99.83285
Q13020771;;14.46097;100.94917
Q13020768;;17.638333333;100.227222222
Q13020769;;15.16027;100.15181
Q13020774;;14.377896;100.553809
Q13020772;;13.759903;100.593798
Q13020776;;17.429072;99.810748
Q13020782;;13.764166666;100.506666666
Q13020783;;13.865833333;100.077777777
Q13020780;;13.7761;100.46949
Q13020781;;13.650555555;100.472777777
Q13020786;;17.598611111;100.043611111
Q13020785;;16.87862;99.12177
Q13020790;;14.533333333;100.125
Q13020789;;17.703611111;102.774722222
Q13020795;;15.235;104.863333333
Q13020792;;16.185277777;103.306944444
Q13020793;;15.794;104.142083333
Q13020798;;8.495277777;99.984722222
Q13020799;;13.546606;99.814339
Q13020796;;13.732627;100.516673
Q13020797;;13.105515;99.946943
Q13020802;;17.415555555;102.790555555
Q13020803;;18.283828;99.514186
Q13020801;;7.194739;100.592339
Q13020807;;16.959444444;99.828888888
Q13020805;;17.086944444;99.884444444
Q13020808;;7.198277777;100.589666666
Q13020809;;17.719848;100.272957
Q13020814;;13.39353;101.01568
Q13020815;;16.989444444;99.875555555
Q13020813;;17.009722222;99.818333333
Q13020818;;13.580555555;100.744166666
Q13020819;;15.71528;100.13374
Q13020816;;14.687222222;100.055
Q13020817;;14.554691666;100.755030555
Q13020822;;14.352503;100.531848
Q13020823;;17.884722222;102.751111111
Q13020820;;16.401944444;100.3925
Q13020821;;16.363526;100.654339
Q13020826;;17.3875;100.098611111
Q13020827;;16.980555555;99.831388888
Q13020824;;16.99689;99.493278
Q13020830;;17.549654;100.123922
Q13020831;;17.093333333;99.699444444
Q13020829;;16.971823;99.8517
Q13020834;;18.599444444;99.030277777
Q13020835;;15.666949;100.108355
Q13020832;;17.027078;99.693289
Q13020839;;17.06937;99.83935
Q13020836;;13.41617;100.98958
Q13020837;;15.228055555;104.856111111
Q13020842;;13.54048;99.81589
Q13020843;;17.002222222;99.571111111
Q13020840;;15.19187;103.758397
Q13020841;;16.228055555;103.383888888
Q13020846;;17.002058;99.830727
Q13020847;;18.814249;98.945654
Q13020844;;19.176666666;99.889722222
Q13020850;;14.965277777;102.108611111
Q13020851;;15.543188;103.016684
Q13020848;;17.502777777;99.871944444
Q13020849;;14.98068;102.116658055
Q13020854;;13.8625;100.442222222
Q13020855;;14.352886;100.547763
Q13020852;;13.794444444;100.481388888
Q13020858;;14.05863;100.536816
Q13020859;;18.094166666;99.832777777
Q13020856;;19.491666666;98.973888888
Q13020857;;13.53935;99.82737
Q13020862;;15.083315;99.71731
Q13020863;;14.740277777;100.096111111
Q13020860;;15.376173;100.0175
Q13020861;;17.021111111;99.595555555
Q13020866;;17.090555555;99.676666666
Q13020867;;17.896666666;102.770277777
Q13020864;;13.765833333;100.498888888
Q13020865;;18.831361;99.079352
Q13020871;;14.7925;100.608055555
Q13020868;;14.5025;100.123888888
Q13020869;;15.248611111;101.195555555
Q13020874;;13.55357;100.9061
Q13020875;;13.530555555;100.263611111
Q13020872;;14.85349;100.37009
Q13020873;;14.05358;100.540795
Q13020878;;14.826666666;100.772222222
Q13020879;;13.739452;100.48806
Q13020876;;10.492777777;99.176388888
Q13020877;;7.848055555;98.298055555
Q13020882;;17.304316;100.072357
Q13020883;;13.505277777;101.165555555
Q13020880;;17.584722222;100.093611111
Q13020881;;14.634444444;102.931388888
Q13020887;;18.777125;100.771247
Q13020884;;6.6675;100.073888888
Q13020885;;17.030277777;99.883333333
Q13020890;;17.658931;100.182629
Q13020891;;13.7342627;100.49799442
Q13020888;;14.362851;100.5577
Q13020889;;20.164008055;99.995486944
Q13020894;;16.469166666;99.481111111
Q13020895;;13.716388888;100.454444444
Q13020892;;16.180277777;103.3125
Q13020898;;14.971666666;100.524166666
Q13020899;;17.434164;99.784635
Q13020896;;18.79245;99.00289
Q13020897;;19.543055555;99.739444444
Q13020902;;16.319166666;100.393333333
Q13020903;;17.673055555;100.033611111
Q13020900;;13.301111111;99.9025
Q13020901;;14.968055555;100.693333333
Q13020906;;7.752222222;100.066944444
Q13020907;;14.900833333;100.507777777
Q13020904;;7.499962;100.192148
Q13020905;;15.161666666;101.280555555
Q13020910;;13.54248;99.9222
Q13020911;;13.747112;100.51383
Q13020908;;17.433535;99.782158
Q17451003;;14.300833333;100.743888888
Q17468552;;14.234213;101.271614
Q17486304;;14.527757;100.927232
Q17487895;;14.818667;101.302814
Q17507125;;13.814722222;99.501944444
Q17562175;;13.856388888;99.818888888
Q17571274;;16.593187;99.598548
Q17637232;;18.748072222;99.001952777
Q18046080;;18.789472;98.988466
Q18104685;;13.505833333;99.917777777
Q18108137;;14.562222222;100.718888888
Q18112407;;14.398655;100.979767
Q18112474;;13.814722;100.096944
Q18121520;;13.42621;99.95367
Q18121549;;13.414166666;99.963333333
Q18148044;;6.825833333;101.491666666
Q18159429;;14.12893;99.70385
Q18175473;;14.346245;100.993337
Q18176947;;14.653715;100.219453
Q18176961;;15.687924;104.061177
Q18177707;;13.809646;100.493595
Q18180971;;8.451397;99.96037
Q18191062;;13.74161;100.482495
Q18278554;;13.4666;99.892184
Q18280132;;14.924542;102.035873
Q18291415;;13.686262;99.873832
Q18303465;;13.545246;99.727323
Q18324140;;14.235492;101.246064
Q18328091;;9.143283;99.327227
Q18328099;;9.320169;99.684526
Q18328117;;9.140251;99.323343
Q18330870;;18.150632;100.15103
Q18337807;;13.81625;100.52897
Q18342369;;13.80936;99.787879
Q18342378;;13.815728;99.881759
Q18342388;;18.668657;98.950724
Q18342427;;11.303934;99.546256
Q18346909;;13.48728;99.8349
Q18347198;;13.597621;99.902546
Q18347197;;13.60698;99.763417
Q18352973;;11.034271;99.415651
Q18390138;;11.06707;99.37373
Q18394567;;14.363661111;100.594091111
Q18421751;;11.009405;99.313395
Q18421749;;11.211773;99.510795
Q18437730;;13.99524;100.59719
Q18437752;;14.04982;100.66266
Q18454490;;13.72116;99.84911
Q18454544;;13.726691;99.844798
Q18505540;;13.53877;99.829396
Wat Tan Rueang;;13.628202;100.021295
Q18523832;;12.51857;102.17085
Q18542507;;13.657761111;99.870385
Q18574413;;13.773219444;100.444980555
Q18579164;;18.789736111;98.990744444
Q18608494;;18.793069444;98.990630555
Q18643604;;16.543706111;104.731005
Q18663985;;18.794502777;98.994136111
Q18680596;;18.791308333;98.994630555
Q18694668;;18.78425;98.988888888
Q18702273;;18.787655555;98.991030555
Q18709228;;18.788241666;98.990619444
Q18713202;;18.789655555;98.989872222
Q18719017;;15.235576111;102.097001111
Q18744503;;12.666471944;101.043451111
Q18745025;;12.7045;101.244008055
Q18745029;;12.860113888;100.950233055
Q18749715;;9.042403055;99.040166111
Q18755818;;13.14955;101.109348
Q18756316;;14.539438888;100.924353888
Q18759198;;15.279016;102.94162
Q18822192;;19.606016111;99.571373055
Q18889229;;14.552318055;100.890521944
Q18920949;;18.789636111;98.986833333
Q18928224;;14.076853888;100.891473055
Q18941135;;14.654031111;100.395166944
Q18941330;;14.592206111;100.290156111
Q18956291;;14.007777777;100.708611111
Q19056177;;14.979931944;100.609196944
Q19159898;;18.794003;98.986527
Q19241793;;13.108016944;99.939388055
Q19315819;;13.804722222;100.412777777
Q19360885;;18.65139;99.078325
Q19361900;;13.869228055;99.817601944
Q19364176;;18.795044444;98.985369444
Q19369273;;14.489078055;100.860506944
Q19369294;;14.493328888;100.862788055
Wat Kuson Samakhon;;13.742317;100.507618
Q19404874;;7.572673055;99.624846111
Q19421834;;14.556576944;100.961241111
Q19427224;;13.746485;100.485545
Q28064974;;12.96151;100.894051
Q28072570;;12.978181;100.942916
Q28072628;;13.086669;100.978754
Q28405190;;18.802366666;98.988744444
Q28405193;;18.789194;98.998632
Q28464329;;16.124779;100.305863
Q28735728;;16.388611111;100.538055555
Q19441283;;15.660335;103.249553888
Q19462364;;18.795222222;98.983716666
Q19473270;;18.795213888;98.982616666
Q19568290;;14.676863888;100.081456944
Q19591208;;14.552953055;100.958556944
Q19595206;;13.72799;100.459695
Q19603017;;14.326722222;100.807111111
Q19604798;;14.575746944;100.145716944
Q19623416;;15.433203055;101.068603888
Q19628238;;14.553376944;100.885618888
Q19635273;;14.529286111;100.910118888
Q19635289;;14.562996111;100.933511944
Q19668457;;14.34063;100.998193888
Q19668619;;14.361931;100.55173
Q19682900;;13.901944444;100.471666666
Q19690137;;14.451653888;100.801425
Q19730606;;13.804791111;99.873781944
Q19758856;;13.527222222;100.834444444
Q19803276;;15.460217;104.533648
Q19803289;;14.978755;102.110878
Q19803307;;14.523398888;100.210735
Q19811404;;17.312501944;99.828368888
Q19829066;;14.774293;100.443093
Q19845334;;13.741808055;100.501816944
Q19851179;;13.700813;100.507996
Q19853517;;14.555013055;100.887468888
Q19856526;;17.007384;102.282819
Q19858645;;7.573076111;99.684851111
Q19888884;;15.461866111;100.137881944
Q19969214;;18.789619694;98.982340305
Q19975496;;14.543339;102.608676
Q20045420;;14.785813888;100.896031944
Q20051158;;18.788158333;98.984044444
Q20051690;;18.788116666;98.99215
Q20080924;;17.903072;100.829492
Q20084471;;18.00186;100.884269
Q20088938;;18.788705555;98.984119444
Q20088955;;18.793288888;98.980491666
Q20097857;;18.788741;98.985894
Q20154826;;14.596221944;101.036936944
Q20155141;;18.775999;98.989065
Q20155173;;18.79;98.98
Q20155393;;18.789837;98.981088611
Q20155404;;18.782403888;98.983145305
Q20155454;;18.783115;98.981163888
Q20475796;;18.787672222;98.98755
Q20583674;;13.720833333;100.586388888
Q20642064;;18.800822222;98.934022222
Q20643666;;18.785144444;98.988094444
Q20680041;;18.781977777;98.991338888
Q20682368;;18.782586111;98.992455555
Q20721842;;13.502798888;100.77768
Q20743611;;18.787311111;99.001283333
Q20856249;;19.909702777;99.828852777
Q21014619;;19.910766666;99.832405555
Q21074433;;19.911541666;99.837883333
Q21144797;;14.588875;100.897945
Q21156251;;19.906844444;99.839411111
Q21185853;;19.897630555;99.840083333
Q21192967;;18.144016944;100.134836944
Q21193036;;18.146289;100.138736
Q21193083;;16.287726111;101.065375
Q21281830;;19.838877777;99.793313888
Q21281957;;19.884547222;99.824638888
Q21293458;;13.767228055;100.468656111
Q21296138;;19.887891666;99.829030555
Q21334597;;18.143876944;100.13656
Q21486222;;19.903347222;99.831258333
Q21525146;;19.89935;99.826336111
Q21583221;;19.902416666;99.818436111
Q22062215;;19.908730555;99.801155555
Q22723345;;17.676788888;100.1231
Q23039023;;19.912516666;99.825055555
Q23296514;;13.735;100.215
Q23540784;;19.474218055;99.71442
Q23777322;;13.736943888;100.484515
Q23977974;;14.824426944;104.288283888
Q24067592;;19.917441666;99.788941666
Q24104363;;9.154444444;99.471388888
Q24104718;;9.239722222;99.510833333
Q24105096;;9.2229;99.5972
Q24250242;;13.204581111;100.940838888
Q24250757;;13.499203;100.146295
Q24548298;;14.457717;100.830854
Q24661990;;13.720698;100.484049
Q24702393;;14.407846;100.869593
Q24703275;;13.7578;100.4672
Q24705787;;13.7802;100.468
Q24705800;;13.7602;100.4762
Q24705886;;13.7538;100.4731
Q24706063;;13.7479;100.4831
Q24717454;;13.7672;100.4731
Q24717502;;13.7674;100.4649
Q24717531;;13.7753;100.4656
Q24717567;;13.7436;100.4671
Q24718173;;13.7516;100.4751
Q24718191;;13.7468;100.4775
Q24718210;;13.7631;100.4671
Q24802308;;19.929411111;99.816680555
Q24943539;;17.93055556;101.91416667
Q25036170;;16.424351;99.004294
Q25398925;;9.200473;99.622191
Q25446489;;13.724029;100.469877
Q25447051;;13.73674;100.472139
Q25447306;;13.733089;100.484803
Q25448635;;13.745448;100.484115
Q25449187;;13.733439;100.473655
Q25466053;;8.425;99.963888888
Q25531965;;9.251966;99.681694
Q25532636;;9.378333333;99.261388888
Q25532676;;9.3857;99.1923
Q25537414;;17.146715;99.713651
Q25537545;;13.998888888;100.676666666
Q25538441;;13.033443;101.236307
Q25538913;;18.788336;98.949775
Q25541132;;15.327968;100.071219
Q25542108;;17.64218;100.113008
Q25544714;;18.282803;99.560206
Q26254009;;13.726299;100.514704
Q26254019;;13.731287;100.519502
Q26257024;;8.02668;98.332378
Q26301908;;14.417527;100.886948
Q26387096;;14.278329;100.892394
Q65535335;;14.722222222;101.385833333
Q65535521;;14.706111111;101.404722222
Q65535606;;14.707777777;101.414166666
Q65535619;;14.696111111;101.409722222
Q65535630;;14.701944444;101.421388888
Q65535629;;14.695277777;101.405277777
Q65547641;;14.385833333;100.584166666
Q65548053;;14.534444444;100.694722222
Q66085228;;14.358055555;100.581944444
Q66086042;;13.768611111;100.454166666
Q66098155;;16.581055555;102.5785
Q66098515;;12.703333333;102.233055555
Q66105095;;13.390555555;99.741666666
Q66105161;;13.878333333;102.007222222
Q66105201;;13.617083333;100.407388888
Q66107266;;9.176666666;99.8525
Q66107414;;9.173055555;99.841111111
Q66214664;;17.670833333;100.028055555
Q66219774;;17.599091;100.045727
Q66227403;;17.436166666;100.137444444
Q66228743;;17.660833333;100.030555555
Q66230827;;17.703055555;100.024722222
Q66231703;;17.639166666;100.085
Q66232154;;17.576666666;100.116666666
Q66232460;;17.641666666;100.2525
Q66305808;;17.116944444;103.031944444
Q66305819;;16.964527777;103.186527777
Q66310516;;13.795555555;100.466666666
Q66310941;;13.7;100.489166666
Q66310945;;13.735833333;100.492222222
Q66311266;;13.695555555;100.488611111
Q66311282;;13.696944444;100.488333333
Q66311343;;13.7225;100.48
Q66314339;;13.715444444;100.485555555
Q66314353;;13.719722222;100.471388888
Q66340305;;13.719888888;100.469861111
Q66341194;;13.732611111;100.459944444
Q66345514;;13.73;100.463055555
Q66346509;;13.728888888;100.463333333
Q66350006;;13.717222222;100.466388888
Q66361277;;13.708527777;100.426861111
Q66361381;;13.738611111;100.458611111
Q66361516;;13.679444444;100.4475
Q66362085;;13.674444444;100.449166666
Q66363479;;13.679722222;100.503611111
Q66363570;;13.690277777;100.457777777
Q66363647;;13.696666666;100.457222222
Q66363685;;13.695555555;100.466388888
Q66363694;;13.696;100.466388888
Q66382980;;16.444027777;102.998083333
Wat Charoen Thammaram;;13.925583333;100.637694444
Q66383000;;8.283055555;99.875277777
Q66384819;;13.693055555;100.546666666
Q66385045;;13.740555555;100.460277777
Q66385373;;13.714444444;100.606666666
Q66385406;;13.710833333;100.62
Q66424191;;13.689166666;100.501111111
Q66424188;;13.695833333;100.504166666
Q66424362;;13.675555555;100.5875
Q66424695;;13.713055555;100.522222222
Q66439431;;13.725277777;100.737777777
Q66439488;;13.741388888;100.518611111
Q66439498;;13.7485;100.519305555
Q66439532;;13.749166666;100.508611111
Q66439542;;13.755611111;100.510361111
Q66439683;;13.748333333;100.522777777
Q66455903;;13.7985;100.533805555
Q66456998;;13.794444444;100.521388888
Q66457041;;13.775555555;100.527333333
Q66457162;;13.791277777;100.514861111
Q66457165;;13.782027777;100.510833333
Q66458741;;13.758;100.505694444
Q66458792;;13.708333333;100.563333333
Q66458801;;13.67;100.604166666
Q66465673;;9.214638888;99.568694444
Wat Chong Klang;;19.298166666;97.967388888
Q66477704;;19.302805555;97.966166666
Q66587049;;14.028055555;99.525555555
Q66587079;;14.026666666;99.526388888
Q66587100;;14.016388888;99.531944444
Q66587196;;13.978611111;99.750833333
Q66619425;;17.061388888;99.043888888
Q66619437;;16.081388888;98.753888888
Q66619449;;16.716666666;98.573333333
Q66729592;;14.110277777;102.837222222
Q66760359;;7.153888888;100.532777777
Q66763589;;6.757222222;100.396666666
Q66763600;;7.158333333;100.556111111
Q66763614;;7.185722222;100.600222222
Q66765158;;6.760861111;100.393444444
Q66779401;;7.106944444;100.465833333
Q66780211;;7.475;100.438611111
Q66781598;;7.647138888;100.389361111
Q66793852;;9.707611111;100.016277777
Q66809978;;14.944444444;103.833055555
Q66809984;;14.944722222;103.825555555
Q13020909;;13.814857;100.466821
Q13020912;;13.409188888;99.998673888
Q13020919;;13.85574;100.42458
Q13020917;;14.030833333;100.563611111
Q13020922;;17.440555555;100.046111111
Q13020923;;13.814985;100.481882
Q13020920;;13.809722222;100.184166666
Q13020926;;17.884166666;102.757222222
Q13020927;;15.26761;103.756821
Q13020924;;19.498611111;99.972222222
Q13020925;;17.413055555;102.779166666
Q13020930;;17.649166666;100.119166666
Q13020929;;13.83983;99.8865
Q13020938;;16.796666666;98.602222222
Q13020939;;16.902466;100.23534
Q13020942;;13.7425;100.258611111
Q13020940;;13.701111111;100.523888888
Q13021260;;14.354680555;100.557730555
Q13021261;;14.802385;100.321216
Q13023150;;13.919167;100.396111
Q99541053;;13.706111111;100.461111111
Q99542604;;13.856944444;100.861111111
Q99542626;;13.746666666;100.876666666
Q99542689;;13.800555555;100.786944444
Q99542702;;13.700277777;100.851666666
Q99542718;;13.764722222;100.778055555
Q99542735;;13.779722222;100.801944444
Q99542757;;13.772777777;100.658611111
Q99542872;;13.836111111;100.638055555
Q99542959;;13.74;100.445555555
Q99545571;;13.694444444;100.392777777
Q99562191;;14.554166666;100.365
Q99562613;;14.646111111;100.4625
Q99565448;;13.660833333;100.531666666
Q99565537;;13.653611111;100.538333333
Q99573183;;13.72625;100.4715
Q99601050;;13.919166666;100.493888888
Q99601198;;13.922222222;100.496388888
Q99601484;;13.922222222;100.488888888
Q99601625;;13.668611111;100.643888888
Q99601925;;13.653611111;100.630833333
Q99601938;;13.681111111;100.548333333
Q99602754;;13.712777777;100.603611111
Q99617427;;13.899444444;100.480277777
Q99618062;;13.863285;100.446905
Q99618391;;13.8575;100.465555555
Q99618991;;13.826111111;100.4975
Q99619111;;13.823333333;100.498333333
Q99622812;;19.188611111;100.906111111
Q99624728;;18.776944444;100.784166666
Q99628271;;13.858055555;100.480833333
Q99628274;;13.848611111;100.493611111
Q99628275;;13.841666666;100.493611111
